state_territory,week_end,log10_conc_mean,log10_conc_median,conc_site_z_mean,n_samples,n_sites,pct_nondetect,pop_served
in,2026-07-18,2.3979400086720375,2.3979400086720375,0.0,42,23,0.42857142857142855,"28,35067,0005,80086,00058,50067,50055,00045,000315,0005,800130,00060,00045,00098,00016,00067,50016,00061,00060,000200,00021,600800,00028,00051,60021,600130,00086,00010,000315,00028,35055,00051,60035,00038,88235,00067,000800,00010,00036,00038,882200,00061,000"
in,2026-07-25,2.3979400086720375,2.3979400086720375,0.0,40,25,0.425,"67,00035,000200,00086,00058,50061,00012,00067,50060,00045,00045,00021,60051,60051,600130,00010,00036,00067,50055,00050,00012,00038,882315,0005,80098,00050,00035,00060,000800,0005,80016,00086,00055,00038,882200,00067,000130,000315,00028,00028,350"
ks,2022-05-07,,,0.0,6,3,0.0,"27,00050,00027,00050,00090,00090,000"
ks,2022-05-14,,,0.0,6,3,0.0,"27,00090,00050,00090,00027,00050,000"
ks,2022-05-21,,,0.0,6,3,0.0,"50,00090,00027,00050,00090,00027,000"
ks,2022-05-28,,,0.0,8,4,0.0,"27,00040,00090,00090,00050,00040,00050,00027,000"
ks,2022-06-04,,,0.0,7,4,0.0,"90,00090,00027,00040,00050,00027,00050,000"
ks,2022-06-11,,,0.0,8,4,0.0,"27,00090,00090,00027,00040,00050,00040,00050,000"
ks,2022-06-18,,,0.0,8,4,0.0,"50,00040,00027,00027,00050,00090,00090,00040,000"
ks,2022-06-25,,,0.0,7,4,0.0,"90,00027,00027,00090,00050,00050,00040,000"
ks,2022-07-02,,,0.0,12,8,0.0,"73,829112,07666,37754,98550,00040,00050,00090,00027,00040,00090,00027,000"
ks,2022-07-09,,,0.0,12,8,0.0,"54,98590,00050,00090,000112,07666,37740,00040,00050,00073,82927,00027,000"
ks,2022-07-16,,,0.0,12,8,0.0,"112,07673,82990,00066,37727,00050,00042,23527,00040,00040,00090,00050,000"
ks,2022-07-23,,,0.0,16,8,0.0,"73,82966,37754,985112,07666,377112,07690,00040,00090,00027,00040,00073,82954,98550,00027,00050,000"
ks,2022-07-30,,,0.0,16,8,0.0,"40,00050,00027,00042,23573,829112,07666,37766,37727,00040,00073,829112,07642,23590,00090,00050,000"
ks,2022-08-06,,,0.0,16,8,0.0,"42,23554,985112,07673,829112,07640,00090,00066,37727,00027,00073,82966,37750,00040,00050,00090,000"
ks,2022-08-13,,,0.0,16,8,0.0,"27,000112,07673,82966,377112,07650,00050,00054,98554,98590,00027,00073,82940,00090,00066,37740,000"
ks,2022-08-20,,,0.0,14,7,0.0,"42,23590,00050,000112,07673,82927,00027,00050,00066,37742,235112,07673,82990,00066,377"
ks,2022-08-27,,,0.0,14,7,0.0,"90,00066,377112,07666,37727,00073,82927,00042,235112,07673,82954,98550,00090,00050,000"
ks,2022-09-03,,,0.0,16,8,0.0,"40,00066,37727,00054,98573,82927,00042,23573,829112,07650,00090,00090,00066,377112,07640,00050,000"
ks,2022-09-10,,,0.0,15,8,0.0,"90,00066,37740,00090,00050,00042,23573,82940,00027,000112,07627,00054,98566,37750,00073,829"
ks,2022-09-17,,,0.0,14,8,0.0,"40,00042,23573,829112,07690,00066,37750,00042,23566,37773,82927,00027,000112,07640,000"
ks,2022-10-01,,,0.0,16,8,0.0,"90,00073,82942,23566,377112,07627,00090,00050,00054,98550,00040,00066,377112,07673,82927,00040,000"
ks,2022-10-08,,,0.0,15,8,0.0,"90,00050,00050,00042,23540,00027,000112,076112,07673,82942,23566,37773,82990,00066,37727,000"
ks,2022-10-15,,,0.0,15,8,0.0,"50,00090,000112,07654,98540,00066,37773,829112,07673,82954,98527,00090,00027,00040,00050,000"
ks,2022-10-22,,,0.0,15,7,0.0,"40,00066,37773,82940,00066,37750,00090,00054,985112,07642,23590,000112,07650,00073,82942,235"
ks,2022-10-29,,,0.0,16,8,0.0,"112,07642,23550,00050,00040,00090,00027,000112,07666,37773,82927,00090,00042,23540,00073,82966,377"
ks,2022-11-05,,,0.0,17,8,0.0,"66,37750,00073,829112,07666,377112,07690,00073,82990,00054,98540,00027,00040,00042,23550,00027,00054,985"
ks,2022-11-12,,,0.0,16,8,0.0,"73,82942,235112,07640,00066,37727,00054,98540,00090,000112,07673,82927,00090,00050,00066,37750,000"
ks,2022-11-19,,,0.0,17,8,0.0,"90,00050,00090,00040,000112,07666,37742,23573,82940,00039,712112,07650,00073,82954,98566,37727,00027,000"
ks,2022-11-26,,,0.0,10,7,0.0,"27,00042,235112,07642,23573,82940,00090,00050,000112,07673,829"
ks,2022-12-03,,,0.0,16,8,0.0,"40,00054,98573,82950,00027,000112,07690,00050,00090,00039,712112,07642,23539,71227,00066,37773,829"
ks,2022-12-10,,,0.0,17,8,0.0,"27,00040,00066,37750,000112,07666,37742,23550,00090,00090,00073,82939,712112,07627,00054,98539,71273,829"
ks,2022-12-17,,,0.0,17,8,0.0,"40,00073,82950,00090,00066,377112,07650,00027,000112,07639,71239,71254,98573,82954,98590,00066,37727,000"
ks,2022-12-24,,,0.0,8,8,0.0,"39,71242,23566,377112,07627,00073,82990,00050,000"
ks,2022-12-31,,,0.0,10,7,0.0,"40,00054,98550,00073,829112,07650,00066,37790,00090,00042,235"
ks,2023-01-07,,,0.0,12,8,0.0,"112,07640,00042,23590,00039,71227,00090,00073,82966,37750,00050,00027,000"
ks,2023-01-14,,,0.0,16,8,0.0,"50,00066,37773,82950,00039,71290,000112,07642,235112,07666,37740,00027,00054,98590,00073,82927,000"
ks,2023-01-21,,,0.0,13,8,0.0,"50,00040,00073,829112,07639,71227,00050,00054,98566,37790,00090,00040,00027,000"
ks,2023-01-28,,,0.0,17,8,0.0,"66,37790,00050,000112,07654,98542,23550,00039,71240,00039,71273,82990,00073,82927,000112,07666,37727,000"
ks,2023-02-04,,,0.0,16,8,0.0,"90,000112,07639,71250,00040,00054,98539,71250,00090,00054,98527,00073,829112,07666,37773,82927,000"
ks,2023-02-11,,,0.0,16,8,0.0,"112,07627,00090,00039,712112,07673,82950,00090,00050,00042,23527,00042,23566,37773,82966,37739,712"
ks,2023-02-18,,,0.0,15,8,0.0,"40,00066,37750,000112,07673,82939,71290,00054,98527,00040,00090,00073,82950,00066,37754,985"
ks,2023-02-25,,,0.0,16,8,0.0,"90,00066,37754,985112,07690,00073,82942,23566,37740,00027,00050,00040,000112,07673,82927,00050,000"
ks,2023-03-04,,,0.0,17,8,0.0,"73,82973,82942,23566,37727,00050,00042,23590,00040,000112,07650,00027,00040,00066,377112,07690,00039,712"
ks,2023-03-11,,,0.0,17,8,0.0,"90,00027,00050,00042,23573,82966,37754,98527,00039,71239,71250,000112,07666,37790,00040,000112,07673,829"
ks,2023-03-18,,,0.0,18,8,0.0,"73,82990,00027,00039,71254,98573,82990,00050,00066,37727,00040,000112,07654,98550,00039,712112,07666,37739,712"
ks,2023-03-25,,,0.0,16,8,0.0,"73,82990,000112,076112,07640,00050,00090,00054,98566,37739,71227,00040,00050,00066,37742,23573,829"
ks,2023-04-01,,,0.0,16,8,0.0,"27,00066,37740,00039,71250,00050,00054,98573,82973,829112,07690,00054,985112,07690,00066,37727,000"
ks,2023-04-08,,,0.0,17,8,0.0,"50,00054,98590,00066,37790,00073,82940,00039,71227,00054,98566,37750,00073,829112,07627,000112,07640,000"
ks,2023-04-15,,,0.0,17,8,0.0,"40,00090,00040,00042,235112,07666,37754,98539,71290,00066,377112,07650,00027,00050,00073,82927,00073,829"
ks,2023-04-22,,,0.0,17,8,0.0,"50,00027,00090,000112,07640,00066,37766,377112,07627,00054,98550,00039,71254,98540,00090,00073,82973,829"
ks,2023-04-29,,,0.0,16,8,0.0,"42,23527,00054,985112,07673,82990,00039,71240,00050,00039,71266,37750,000112,07666,37790,00073,829"
ks,2023-05-06,,,0.0,17,8,0.0,"73,82939,71227,000112,07666,37790,00054,98550,00042,23540,00073,82927,00066,37750,00090,000112,07639,712"
ks,2023-05-13,,,0.0,16,8,0.0,"112,07639,71240,00042,23573,82966,37750,000112,07640,00066,37727,00054,98573,82950,00090,00090,000"
ks,2023-05-20,,,0.0,16,8,0.0,"42,23540,00066,37790,00050,00090,00066,37739,71254,98573,82940,00050,00027,00073,829112,076112,076"
ks,2023-05-27,,,0.0,16,8,0.0,"73,82950,00039,71242,23566,377112,07650,000112,07666,37727,00054,98590,00040,00073,82939,71290,000"
ks,2023-06-03,,,0.0,10,8,0.0,"112,07627,00050,00039,71290,00073,82954,98590,00050,00066,377"
ks,2023-06-10,2.3979400086720375,2.3979400086720375,0.0,16,8,0.0625,"50,00042,23554,985112,076112,07673,82990,00066,37790,00040,00066,37739,71250,00040,00027,00073,829"
ks,2023-06-17,,,0.0,17,8,0.0,"54,98527,00054,98550,00066,37773,82939,71266,37740,000112,07640,00050,00027,000112,07690,00090,00073,829"
ks,2023-06-24,,,0.0,13,8,0.0,"54,98539,71227,00073,829112,07650,00050,00039,71290,00027,00066,37790,00040,000"
ks,2023-07-01,2.3979400086720375,2.3979400086720375,0.0,17,8,0.058823529411764705,"54,98573,82939,71239,71254,98566,37766,37773,82940,000112,07650,00090,00027,00027,00090,000112,07650,000"
ks,2023-07-08,,,0.0,9,8,0.0,"112,07640,00073,82990,00027,00050,00066,37742,23539,712"
ks,2023-07-15,2.3979400086720375,2.3979400086720375,0.0,15,8,0.13333333333333333,"40,00050,00050,00039,712112,07642,23573,829112,07666,37727,00039,71227,00090,00066,37790,000"
ks,2023-07-22,,,0.0,16,8,0.0,"66,37727,00066,377112,07654,985112,07650,00039,71242,23540,00050,00090,00090,00042,23539,71273,829"
ks,2023-07-29,,,0.0,16,8,0.0,"90,000112,07673,82990,00066,37773,82950,00042,23539,71250,00040,00027,00066,37739,71242,235112,076"
ks,2023-08-05,,,0.0,16,8,0.0,"54,98550,00073,82942,23590,000112,07666,37740,00039,71240,00027,000112,07666,37773,82939,71227,000"
ks,2023-08-12,,,0.0,18,8,0.0,"39,71227,00039,71250,00042,23566,37790,00042,235112,07650,00073,82990,00040,00040,00073,82927,00066,377112,076"
ks,2023-08-19,,,0.0,18,8,0.0,"40,00050,00042,23542,23566,37766,377112,07690,00027,00073,82927,00050,00090,00039,71273,82939,712112,07640,000"
ks,2023-08-26,,,0.0,16,7,0.0,"112,07690,00042,23540,000112,07640,00050,00073,82954,98539,71290,00073,82966,37739,71266,37750,000"
ks,2023-09-02,,,0.0,17,8,0.0,"90,00039,71240,00054,98550,00066,37742,23527,00073,829112,07690,00040,00027,00073,82950,000112,07639,712"
ks,2023-09-09,,,0.0,13,8,0.0,"39,71273,829112,07666,37727,00054,98539,71250,00090,00040,00090,00050,00040,000"
ks,2023-09-16,,,0.0,17,8,0.0,"54,98540,00073,82973,829112,07690,00027,00066,37754,98566,377112,07639,71240,00050,00039,71290,00050,000"
ks,2023-09-23,,,0.0,12,6,0.0,"42,23539,71239,71242,235150,44266,377150,44266,37754,98554,985112,076112,076"
ks,2023-09-30,,,0.0,12,6,0.0,"39,71239,71242,23542,235150,44254,98566,377112,07654,98566,377112,076150,442"
ks,2023-10-07,2.3979400086720375,2.3979400086720375,0.0,12,6,0.08333333333333333,"112,07654,98539,71266,37766,37754,985150,44239,71242,23542,235112,076150,442"
ks,2023-10-14,2.3979400086720375,2.3979400086720375,0.0,12,6,0.08333333333333333,"54,98566,377112,07642,23539,71254,98566,37739,71242,235112,076150,442150,442"
ks,2023-10-21,2.3979400086720375,2.3979400086720375,0.0,12,6,0.16666666666666666,"54,985112,076150,442112,07654,98539,712150,44266,37742,23542,23539,71266,377"
ks,2023-10-28,,,0.0,12,6,0.0,"39,712112,076112,07654,98566,37742,23554,98542,235150,44239,712150,44266,377"
ks,2023-11-04,2.3979400086720375,2.3979400086720375,0.0,12,6,0.08333333333333333,"39,712112,076150,44254,98566,37742,23566,377150,44242,235112,07639,71254,985"
ks,2023-11-11,2.3979400086720375,2.3979400086720375,0.0,12,6,0.08333333333333333,"39,71242,23542,235150,44266,37766,37754,985112,076150,44254,985112,07639,712"
ks,2023-11-18,2.3979400086720375,2.3979400086720375,0.0,16,8,0.0625,"150,442112,07642,23540,00039,71242,235150,44295,00054,98566,37739,71295,00066,37740,00054,985112,076"
ks,2023-11-25,,,0.0,4,3,0.0,"39,71239,71295,00040,000"
ks,2023-12-02,,,0.0,16,8,0.0,"95,000112,076150,44242,23595,00039,71239,71254,98540,000150,44266,37742,235112,07666,37754,98540,000"
ks,2023-12-09,,,0.0,16,8,0.0,"66,37739,71239,712112,076112,07695,00042,23554,98566,37740,000150,44295,00042,23540,00054,985150,442"
ks,2023-12-16,,,0.0,16,8,0.0,"40,00054,98542,235150,442112,07639,71254,985112,076150,44266,37742,23566,37795,00040,00095,00039,712"
ks,2023-12-23,,,0.0,16,8,0.0,"39,71240,00066,377150,442112,07654,98540,00042,23539,712112,07642,23566,37754,98595,000150,44295,000"
ks,2023-12-30,,,0.0,9,8,0.0,"40,00095,00054,98566,377150,44239,71239,712112,07642,235"
ks,2024-01-06,,,0.0,11,8,0.0,"66,37739,71242,23595,00054,98540,00040,000150,442112,07639,71295,000"
ks,2024-01-13,,,0.0,16,8,0.0,"66,37754,985112,07654,98595,000112,07639,71242,23595,00039,712150,44242,235150,44266,37740,00040,000"
ks,2024-01-20,,,0.0,10,7,0.0,"42,23595,000150,44295,00039,71254,98539,71240,000112,07640,000"
ks,2024-01-27,,,0.0,15,8,0.0,"95,000150,44240,00039,712150,44254,98554,98595,00066,37740,000112,07642,23539,71242,235112,076"
ks,2024-02-03,,,0.0,16,8,0.0,"112,07654,985150,442150,44295,00066,37742,23542,23554,98540,00066,37739,71295,00039,71240,000112,076"
ks,2024-02-10,,,0.0,16,8,0.0,"95,00054,985150,44242,23554,98539,712150,44240,000112,07666,37766,37740,00095,000112,07642,23539,712"
ks,2024-02-17,,,0.0,16,8,0.0,"150,44266,37742,23595,00054,98540,00042,23595,00039,712112,076112,07654,98540,00039,71266,377150,442"
ks,2024-02-24,,,0.0,16,8,0.0,"95,000150,44266,37754,98554,98540,00042,23566,37739,712112,07642,23540,00039,71295,000150,442112,076"
ks,2024-03-02,,,0.0,16,8,0.0,"40,00054,98540,000150,442112,07695,00066,37739,71242,23542,23539,71254,985150,44266,377112,07695,000"
ks,2024-03-09,,,0.0,16,8,0.0,"66,37739,71240,00066,377150,44295,00095,000150,44254,98539,71240,000112,076112,07654,98542,23542,235"
ks,2024-03-16,2.3979400086720375,2.3979400086720375,0.0,16,8,0.125,"95,00066,37739,71240,000112,07642,235112,07640,000150,44295,00039,71254,98566,37742,23554,985150,442"
ks,2024-03-23,2.3979400086720375,2.3979400086720375,0.0,16,8,0.0625,"95,00066,377150,44239,71242,23540,00040,00054,98566,37739,712112,076150,44242,23595,000112,07654,985"
ks,2024-03-30,2.3979400086720375,2.3979400086720375,0.0,16,8,0.0625,"95,00040,00039,712150,44254,98542,235150,44239,712112,076112,07640,00095,00066,37766,37754,98542,235"
ks,2024-04-06,2.3979400086720375,2.3979400086720375,0.0,16,8,0.1875,"66,37754,985112,076150,44254,98542,23595,00040,000112,07666,377150,44242,23539,71295,00040,00039,712"
ks,2024-04-13,2.3979400086720375,2.3979400086720375,0.0,16,8,0.125,"54,98542,235112,076112,076150,44266,377150,44239,71242,23595,00054,98595,00039,71240,00066,37740,000"
ks,2024-04-20,2.3979400086720375,2.3979400086720375,0.0,16,8,0.0625,"95,00066,377150,44240,00040,00095,00039,71242,235112,076112,07654,98542,23539,712150,44254,98566,377"
ks,2024-04-27,2.3979400086720375,2.3979400086720375,0.0,16,8,0.125,"95,00042,23542,235112,07654,985150,44240,00054,98595,00066,377150,44239,71239,71266,37740,000112,076"
ks,2024-05-04,2.3979400086720375,2.3979400086720375,0.0,16,8,0.1875,"95,000150,44254,98595,00040,000150,442112,07666,37740,00042,235112,07666,37739,71239,71242,23554,985"
ks,2024-05-11,2.3979400086720375,2.3979400086720375,0.0,16,8,0.125,"66,37740,000150,44266,37740,00054,98542,235112,07695,00054,98539,71239,71242,235112,07695,000150,442"
ks,2024-05-18,2.3979400086720375,2.3979400086720375,0.0,15,8,0.2,"40,00039,712150,44242,235112,076112,07666,37739,71266,37795,00095,00054,98540,000150,44254,985"
ks,2024-05-25,2.3979400086720375,2.3979400086720375,0.0,16,8,0.1875,"40,00054,98539,712112,07695,00039,71266,37742,235150,44240,000112,07695,00066,377150,44254,98542,235"
ks,2024-06-01,,,0.0,11,8,0.0,"112,07695,000150,44240,00042,23539,71239,71266,37754,98595,00040,000"
ks,2024-06-08,,,0.0,16,8,0.0,"42,23595,00095,00054,98542,23540,00066,37754,98566,37739,712150,442150,44239,712112,076112,07640,000"
ks,2024-06-15,2.3979400086720375,2.3979400086720375,0.0,18,8,0.05555555555555555,"112,07666,37740,00054,98566,37754,985150,44295,00095,00039,712112,076150,44295,00042,23540,00042,23540,00039,712"
ks,2024-06-22,2.3979400086720375,2.3979400086720375,0.0,14,7,0.21428571428571427,"112,07695,00040,00039,71240,00039,71295,00095,000150,44240,00054,98540,00095,00042,235"
ks,2024-06-29,2.3979400086720375,2.3979400086720375,0.0,19,8,0.05263157894736842,"42,23566,37740,000150,44295,00054,98554,98595,00040,00040,00095,000150,442112,07695,000112,07639,71240,00039,71242,235"
ks,2024-07-06,,,0.0,16,8,0.0,"150,44254,98542,235112,07639,71240,000150,44240,00039,71266,37795,00054,98542,235112,07695,00066,377"
ks,2024-07-13,,,0.0,19,8,0.0,"66,37742,235112,076150,44295,000112,07640,00095,000150,44254,98554,98540,00039,71242,23595,00095,00040,00040,00039,712"
ks,2024-07-20,,,0.0,20,8,0.0,"54,98542,235150,442112,07695,00042,23566,37754,98566,377150,44240,00039,71295,00039,71240,00040,00040,00095,00095,000112,076"
ks,2024-07-27,,,0.0,20,8,0.0,"40,00054,98566,377150,44295,00066,37739,71295,00042,23542,23554,985112,07640,00095,00039,712150,44240,000112,07640,00095,000"
ks,2024-08-03,,,0.0,20,8,0.0,"40,000112,07666,377150,44266,37795,00040,00054,985150,44254,98540,00042,23595,00042,23595,000112,07639,71240,00095,00039,712"
ks,2024-08-10,2.3979400086720375,2.3979400086720375,0.0,18,8,0.05555555555555555,"95,00042,23595,00040,00066,37740,00095,000150,442112,07639,71254,98539,71240,00066,37754,98542,235150,442112,076"
ks,2024-08-17,2.3979400086720375,2.3979400086720375,0.0,17,8,0.058823529411764705,"54,98539,71295,00095,00040,00042,235150,44295,000112,07642,23554,98566,37766,377150,44239,712112,07695,000"
ks,2024-08-24,,,0.0,18,8,0.0,"39,71295,00042,23554,985150,44242,23540,000112,076112,07640,00095,00095,00039,71240,00066,377150,44254,98566,377"
ks,2024-08-31,,,0.0,18,8,0.0,"112,07666,37795,00095,00054,98542,23566,37740,00054,98595,00039,71239,712150,442150,44242,235112,07640,00040,000"
ks,2024-09-07,,,0.0,18,8,0.0,"112,07666,377150,44242,23540,00039,71242,235150,44254,98540,00095,00095,00039,71240,000112,07695,00054,98566,377"
ks,2024-09-14,,,0.0,20,8,0.0,"150,44242,23539,71266,37740,00042,23566,37754,98539,71295,00040,00095,00095,000112,07695,000112,07640,00054,985150,44240,000"
ks,2024-09-21,,,0.0,18,8,0.0,"66,37742,23540,00040,000150,44295,00039,71295,00054,98542,23539,712150,44266,37795,000112,076112,07640,00054,985"
ks,2024-09-28,2.3979400086720375,2.3979400086720375,0.0,18,8,0.05555555555555555,"112,07640,000112,07640,00095,00039,71254,98595,00066,37740,00042,235150,44295,00054,985150,44239,71242,23566,377"
ks,2024-10-05,2.3979400086720375,2.3979400086720375,0.0,19,8,0.05263157894736842,"66,37740,00040,00066,377150,442112,07642,23540,00040,00095,00054,985150,44239,71239,71254,985112,07695,00042,23595,000"
ks,2024-10-12,,,0.0,18,8,0.0,"150,442112,07666,37739,71295,00066,37795,00054,98554,98540,00040,00042,235150,44240,000112,07695,00040,00042,235"
ks,2024-10-19,,,0.0,18,8,0.0,"66,377112,07666,37795,000112,07654,98540,00095,00039,71295,000150,44242,23540,00042,23540,000150,44239,71254,985"
ks,2024-10-26,,,0.0,20,8,0.0,"40,00042,235150,442112,07642,23554,98539,71240,000150,44239,71295,00040,000112,07666,37754,98595,00066,37740,00095,00040,000"
ks,2024-11-02,,,0.0,19,8,0.0,"39,712112,07666,37740,00042,23595,00040,000150,44240,000112,07640,00066,37754,98542,23595,00054,98539,712150,44295,000"
ks,2024-11-09,,,0.0,16,8,0.0,"40,00054,98540,000112,07642,23595,00040,000150,44239,71266,37795,000150,44239,712112,07695,00040,000"
ks,2024-11-16,2.3979400086720375,2.3979400086720375,0.0,18,8,0.05555555555555555,"54,98542,23539,71240,000112,07642,23539,71266,377112,07695,000150,442150,44240,00066,37795,00040,00040,00095,000"
ks,2024-11-23,,,0.0,19,8,0.0,"112,07654,98539,71240,00095,00040,000150,442150,44266,377112,07642,23540,00054,98542,23566,37740,00095,00039,71295,000"
ks,2024-11-30,,,0.0,15,8,0.0,"39,71242,23542,23540,000112,076150,44239,71266,37795,000150,44254,98540,00066,377112,07654,985"
ks,2024-12-07,,,0.0,19,8,0.0,"42,23540,00039,71295,000150,44240,00040,00039,71295,000112,07695,00054,98566,37754,985150,442112,07640,00066,37742,235"
ks,2024-12-14,,,0.0,20,8,0.0,"112,07639,71242,235112,07640,00040,00040,00066,377150,44295,000150,44242,23595,00066,37754,98595,00039,71254,98595,00040,000"
ks,2024-12-21,,,0.0,21,8,0.0,"150,44295,000112,07695,00042,23554,98595,00039,71295,00066,37739,712150,44240,00040,00040,00040,000112,07666,37739,71242,23554,985"
ks,2024-12-28,,,0.0,11,8,0.0,"54,98540,00042,23595,000150,44295,00066,377112,07640,00039,71239,712"
ks,2025-01-04,,,0.0,15,8,0.0,"40,00095,000112,07640,00095,00039,71239,71295,00095,00054,98542,23540,000150,44266,37740,000"
ks,2025-01-11,,,0.0,16,8,0.0,"54,98595,00066,37739,71240,00095,00040,00066,37739,71242,235112,076150,44254,985150,442112,07642,235"
ks,2025-01-18,,,0.0,20,8,0.0,"54,985112,076150,44295,00095,00042,23566,37739,71295,00040,00040,00095,000112,076150,44240,00042,23554,98539,71266,37740,000"
ks,2025-01-25,,,0.0,20,8,0.0,"95,00066,37742,23554,985112,07654,985150,44239,71240,00066,37739,712150,44240,000112,07695,00095,00042,23595,00040,00040,000"
ks,2025-02-01,,,0.0,20,8,0.0,"112,07695,00054,985112,07695,00054,985150,44240,00095,00066,37742,23539,71242,23566,37740,00040,00040,00039,712150,44295,000"
ks,2025-02-08,,,0.0,20,8,0.0,"39,71266,377112,07654,98595,00040,00040,000150,44295,00040,000150,44242,23554,98539,71295,00095,00042,235112,07640,00066,377"
ks,2025-02-15,,,0.0,19,8,0.0,"150,44240,00095,00066,377150,44240,00095,00054,98595,00054,98540,000112,07642,23540,000112,07639,71242,23566,37739,712"
ks,2025-02-22,,,0.0,17,8,0.0,"40,00039,712150,44254,98554,985112,07640,00042,23540,00042,23595,00095,00066,37766,37795,000112,076150,442"
ks,2025-03-01,,,0.0,18,8,0.0,"95,00039,71254,985150,44240,00054,98595,00040,00040,00042,23542,235150,44266,37766,377112,07695,00039,71240,000"
ks,2025-03-08,,,0.0,18,8,0.0,"40,00066,37739,71254,98542,23595,00040,000112,076112,07640,00039,71254,98542,23595,000150,44240,000150,44266,377"
ks,2025-03-15,2.3979400086720375,2.3979400086720375,0.0,19,8,0.10526315789473684,"95,00066,37742,235150,44266,37740,00054,98595,000112,076112,07640,00054,98539,71242,235150,44295,00040,00039,71240,000"
ks,2025-03-22,,,0.0,17,8,0.0,"66,37739,712150,442112,07640,000112,07640,00095,00039,712150,44240,00054,98542,23566,37754,98542,23540,000"
ks,2025-03-29,,,0.0,19,8,0.0,"112,07695,00039,712150,44254,98566,37754,98540,00095,00039,71295,00040,00042,235112,07640,000150,44240,00042,23566,377"
ks,2025-04-05,,,0.0,18,8,0.0,"40,00040,00095,00040,00054,985112,07640,00066,37754,98542,235150,44239,71239,712150,44266,377112,07695,00042,235"
ks,2025-04-12,,,0.0,19,8,0.0,"40,000150,44295,00042,23540,00066,37742,23595,000112,07666,377150,442112,07695,00039,71239,71254,98554,98540,00040,000"
ks,2025-04-19,,,0.0,18,8,0.0,"39,71295,00042,235112,07640,00054,98554,98542,23566,377150,442150,442112,07640,00095,00040,00039,71240,00066,377"
ks,2025-04-26,2.3979400086720375,2.3979400086720375,0.0,17,8,0.17647058823529413,"95,00066,37795,000112,07654,985112,07639,71239,71266,37754,98542,23540,00040,00042,235150,442150,44240,000"
ks,2025-05-03,2.3979400086720375,2.3979400086720375,0.0,19,8,0.10526315789473684,"95,00040,00042,23540,00040,000112,076150,44254,98566,377150,44239,71240,000112,07666,37742,23554,98540,00039,71295,000"
ks,2025-05-10,2.3979400086720375,2.3979400086720375,0.0,14,8,0.14285714285714285,"66,37754,985150,44239,71240,00054,98566,37742,235150,44242,23540,000112,07639,71295,000"
ks,2025-05-17,2.3979400086720375,2.3979400086720375,0.0,18,8,0.1111111111111111,"95,00040,000112,07654,985150,44295,00066,37740,00040,00039,71240,000112,07642,23542,23566,37739,712150,44254,985"
ks,2025-05-24,2.3979400086720375,2.3979400086720375,0.0,18,8,0.2222222222222222,"40,00054,985150,442150,44242,23566,37766,37739,712112,076112,07640,00054,98595,00095,00040,00039,71240,00042,235"
ks,2025-05-31,2.3979400086720375,2.3979400086720375,0.0,19,8,0.21052631578947367,"42,235150,44240,00039,71240,00095,000112,07695,000150,442112,07666,37766,37754,98540,00039,71240,00042,23540,00054,985"
ks,2025-06-07,2.3979400086720375,2.3979400086720375,0.0,17,8,0.23529411764705882,"112,07642,23542,23539,71240,000112,07666,37739,712150,44254,98566,37754,98540,00040,000150,44295,00095,000"
ks,2025-06-14,2.3979400086720375,2.3979400086720375,0.0,18,8,0.1111111111111111,"42,235150,44295,00054,98540,00040,00039,71242,23566,37766,37754,985150,44239,71295,000112,076112,07695,00040,000"
ks,2025-06-21,2.3979400086720375,2.3979400086720375,0.0,15,8,0.2,"66,37742,23540,000112,07695,000150,44266,377150,44254,98595,000112,07654,98542,23539,71239,712"
ks,2025-06-28,2.3979400086720375,2.3979400086720375,0.0,20,8,0.2,"42,23539,712112,07666,37742,23554,98540,00066,377112,07695,00040,00040,000150,44239,71254,98595,00040,00095,000150,44295,000"
ks,2025-07-05,2.3979400086720375,2.3979400086720375,0.0,16,8,0.1875,"150,44295,00040,00054,98554,985112,07666,37742,23539,71295,000150,442112,07666,37739,71240,00042,235"
ks,2025-07-12,2.3979400086720375,2.3979400086720375,0.0,20,8,0.05,"95,00095,000112,07654,98540,00040,00040,00066,377112,076150,44239,712150,44295,00095,00039,71266,37742,23542,23540,00054,985"
ks,2025-07-19,2.3979400086720375,2.3979400086720375,0.0,19,8,0.3684210526315789,"150,442112,07695,00054,98566,37740,00095,00066,377150,442112,07654,98540,00039,71242,23540,00042,23540,00039,71295,000"
ks,2025-07-26,2.3979400086720375,2.3979400086720375,0.0,19,8,0.05263157894736842,"42,235150,44254,98554,985150,442112,07642,23595,000112,07640,00095,00066,37740,00040,00066,37739,71240,00095,00039,712"
ks,2025-08-02,2.3979400086720375,2.3979400086720375,0.0,18,8,0.05555555555555555,"42,23595,000112,07640,00066,377150,442112,07666,37739,71240,00095,000150,44240,00054,98542,23554,98540,00039,712"
ks,2025-08-09,2.3979400086720375,2.3979400086720375,0.0,18,8,0.1111111111111111,"42,23566,37742,235112,07640,00040,00095,000112,07695,00095,00040,000150,442150,44254,98539,71266,37739,71254,985"
ks,2025-08-16,2.3979400086720375,2.3979400086720375,0.0,18,8,0.16666666666666666,"66,37740,00040,00095,00066,37795,000150,44239,71239,71240,00054,98595,00040,00054,985112,07642,23542,235150,442"
