state_territory,week_end,log10_conc_mean,log10_conc_median,conc_site_z_mean,n_samples,n_sites,pct_nondetect,pop_served,admits,coverage,regime,admits_per100k,admits_next_week,admits_this_week,y_reg_next_admits,pct_change_next,y_surge_next_week,next_week_end,log10_conc_lag1,log10_conc_lag2,log10_conc_lag3,conc_delta_1w,conc_roll3
ak,2024-04-06,2.3979400086720375,2.3979400086720375,0.0,6,3,0.1666666666666666,"23,00023,00022,00012,00022,00012,000",6.0,0.9167,mandatory_pre,6.0,7.0,6.0,7.0,0.16666666666666666,0,2024-04-13,2.3979400086720375,,,0.0,2.3979400086720375
ak,2024-04-13,,,0.0,6,3,0.0,"12,00023,00023,00022,00022,00012,000",7.0,0.875,mandatory_pre,7.0,2.0,7.0,2.0,-0.7142857142857143,0,2024-04-20,2.3979400086720375,2.3979400086720375,,,2.3979400086720375
ak,2024-11-09,2.3979400086720375,2.3979400086720375,0.0,7,4,0.1428571428571428,"92,000220,00023,00092,00023,00022,00022,000",14.0,0.9583,mandatory_post,14.0,11.0,14.0,11.0,-0.21428571428571427,0,2024-11-16,2.3979400086720375,,,0.0,2.3979400086720375
ak,2024-11-16,2.3979400086720375,2.3979400086720375,0.0,8,5,0.125,"220,00022,00023,00012,00023,00092,00092,00022,000",11.0,0.9583,mandatory_post,11.0,10.0,11.0,10.0,-0.09090909090909091,0,2024-11-23,2.3979400086720375,2.3979400086720375,,0.0,2.3979400086720375
ak,2024-11-23,2.3979400086720375,2.3979400086720375,0.0,8,5,0.125,"22,00092,00022,000220,00023,00092,00023,00012,000",10.0,0.9583,mandatory_post,10.0,6.0,10.0,6.0,-0.4,0,2024-11-30,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
ak,2024-11-30,2.3979400086720375,2.3979400086720375,0.0,6,4,0.1666666666666666,"92,00092,00023,00023,00012,000220,000",6.0,0.9583,mandatory_post,6.0,18.0,6.0,18.0,2.0,1,2024-12-07,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
ak,2024-12-07,,,0.0,6,4,0.0,"92,000220,00023,00022,00023,00092,000",18.0,0.9583,mandatory_post,18.0,10.0,18.0,10.0,-0.4444444444444444,0,2024-12-14,2.3979400086720375,2.3979400086720375,2.3979400086720375,,2.3979400086720375
ak,2025-01-18,,,0.0,7,4,0.0,"92,000220,000220,00092,00023,00022,00023,000",8.0,0.9167,mandatory_post,8.0,9.0,8.0,9.0,0.125,0,2025-01-25,2.3979400086720375,,,,
ak,2025-03-29,,,0.0,8,3,0.0,"23,00092,00092,00023,000220,00023,000220,00023,000",12.0,0.9167,mandatory_post,12.0,9.0,12.0,9.0,-0.25,0,2025-04-05,2.3979400086720375,,,,
ak,2025-05-03,,,0.0,8,3,0.0,"23,00023,00023,00092,000220,00092,00023,000220,000",10.0,0.9167,mandatory_post,10.0,9.0,10.0,9.0,-0.1,0,2025-05-10,2.9231490818604837,,,,
ak,2025-10-04,,,0.0,11,5,0.0,"92,00022,00023,00023,00023,00012,000220,00022,00092,00023,000220,000",5.0,0.9167,mandatory_post,5.0,4.0,5.0,4.0,-0.2,0,2025-10-11,2.3979400086720375,,,,
ak,2025-10-18,,,0.0,12,5,0.0,"23,00012,00012,00092,00092,00022,00022,00023,00023,000220,000220,00023,000",5.0,0.875,mandatory_post,5.0,2.0,5.0,2.0,-0.6,0,2025-10-25,2.3979400086720375,,2.3979400086720375,,
ak,2025-11-22,2.3979400086720375,2.3979400086720375,0.0,14,5,0.0714285714285714,"12,00023,000220,000220,00023,00022,00012,00023,00022,00092,00092,00092,00092,00023,000",5.0,0.9167,mandatory_post,5.0,2.0,5.0,2.0,-0.6,0,2025-11-29,2.3979400086720375,,,0.0,2.3979400086720375
ak,2025-11-29,2.3979400086720375,2.3979400086720375,0.0,12,5,0.1666666666666666,"22,00092,00092,00022,00092,00012,00023,00023,00092,00023,00012,000220,000",2.0,0.9167,mandatory_post,2.0,5.0,2.0,5.0,1.5,0,2025-12-06,2.3979400086720375,2.3979400086720375,,0.0,2.3979400086720375
ak,2025-12-06,2.3979400086720375,2.3979400086720375,0.0,14,5,0.0714285714285714,"92,00092,00012,00092,00023,000220,000220,00012,00022,00022,00092,00023,00023,00023,000",5.0,0.9167,mandatory_post,5.0,9.0,5.0,9.0,0.8,0,2025-12-13,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
ak,2025-12-13,,,0.0,12,5,0.0,"23,000220,00022,00023,00023,000220,00092,00092,00092,00092,00012,00023,000",9.0,0.9167,mandatory_post,9.0,4.0,9.0,4.0,-0.5555555555555556,0,2025-12-20,2.3979400086720375,2.3979400086720375,2.3979400086720375,,2.3979400086720375
ak,2025-12-27,,,0.0,13,5,0.0,"220,00012,00092,00023,00023,00092,00023,00022,00092,00023,00012,000220,00092,000",8.0,0.9167,mandatory_post,8.0,9.0,8.0,9.0,0.125,0,2026-01-03,2.3979400086720375,,2.3979400086720375,,
ak,2026-01-10,,,0.0,14,5,0.0,"22,000220,00023,00092,00092,00022,000220,00092,00012,00023,00023,00012,00023,00092,000",11.0,0.875,mandatory_post,11.0,7.0,11.0,7.0,-0.36363636363636365,0,2026-01-17,2.3979400086720375,,2.3979400086720375,,
ak,2026-01-24,,,0.0,13,5,0.0,"23,00023,00092,00022,00092,00023,00022,00092,000220,00012,00023,00092,00012,000",3.0,0.875,mandatory_post,3.0,8.0,3.0,8.0,1.6666666666666667,0,2026-01-31,2.3979400086720375,,2.3979400086720375,,
ak,2026-02-07,2.3979400086720375,2.3979400086720375,0.0,14,5,0.0714285714285714,"22,00012,00092,00023,00023,000220,00022,00092,00092,000220,00023,00012,00092,00023,000",4.0,0.875,mandatory_post,4.0,5.0,4.0,5.0,0.25,0,2026-02-14,2.3979400086720375,,2.3979400086720375,0.0,2.3979400086720375
ak,2026-02-14,,,0.0,14,5,0.0,"92,00023,00092,00023,00023,00092,00022,00023,00012,000220,00092,000220,00022,00012,000",5.0,0.875,mandatory_post,5.0,9.0,5.0,9.0,0.8,0,2026-02-21,2.3979400086720375,2.3979400086720375,,,2.3979400086720375
ak,2026-03-21,,,0.0,14,5,0.0,"23,00012,00023,00022,00092,000220,00012,000220,00092,00023,00092,00023,00092,00022,000",9.0,0.8332999999999999,mandatory_post,9.0,5.0,9.0,5.0,-0.4444444444444444,0,2026-03-28,2.3979400086720375,,,,
ak,2026-04-04,2.3979400086720375,2.3979400086720375,0.0,14,5,0.0714285714285714,"23,00023,00022,000220,000220,00012,00012,00092,00022,00023,00023,00092,00092,00092,000",5.0,0.8332999999999999,mandatory_post,5.0,6.0,5.0,6.0,0.2,0,2026-04-11,2.3979400086720375,,2.3979400086720375,0.0,2.3979400086720375
ak,2026-04-11,,,0.0,14,5,0.0,"23,00012,00092,000220,00023,00022,00092,00023,000220,00092,00023,00092,00012,00022,000",6.0,0.8332999999999999,mandatory_post,6.0,2.0,6.0,2.0,-0.6666666666666666,0,2026-04-18,2.3979400086720375,2.3979400086720375,,,2.3979400086720375
ak,2026-04-25,,,0.0,13,5,0.0,"12,00092,00022,00092,00023,00023,00022,00092,00023,00092,00023,000220,00012,000",3.0,0.8332999999999999,mandatory_post,3.0,4.0,3.0,4.0,0.3333333333333333,0,2026-05-02,2.3979400086720375,,2.3979400086720375,,
ak,2026-05-09,2.3979400086720375,2.3979400086720375,0.0,15,6,0.0666666666666666,"92,00023,00012,000220,0006,50022,00092,00023,00012,00022,00023,00092,000220,00023,00092,000",2.0,0.7917000000000001,mandatory_post,2.0,1.0,2.0,1.0,-0.5,0,2026-05-16,2.5049766579032395,,2.3979400086720375,-0.10703664923120204,2.4514583332876385
ak,2026-05-16,2.3979400086720375,2.3979400086720375,0.0,14,6,0.2142857142857142,"92,00012,00092,00023,00023,00092,000220,0006,50092,000220,00022,00022,00023,00012,000",1.0,0.7917000000000001,mandatory_post,1.0,1.0,1.0,1.0,0.0,0,2026-05-23,2.3979400086720375,2.5049766579032395,,0.0,2.433618891749105
ak,2026-05-23,2.4969906458195243,2.4969906458195243,0.1432873455459559,15,6,0.0666666666666666,"92,00023,00023,00023,00023,00012,00022,00092,000220,00092,00012,000220,00092,00022,0006,500",1.0,0.7917000000000001,mandatory_post,1.0,0.0,1.0,0.0,-1.0,0,2026-05-30,2.3979400086720375,2.3979400086720375,2.5049766579032395,0.09905063714748685,2.4309568877211998
ak,2026-05-30,2.3979400086720375,2.3979400086720375,0.0,15,6,0.3333333333333333,"23,00092,00023,000220,00023,00022,00012,00092,00023,00022,00092,00012,000220,0006,50092,000",0.0,0.75,mandatory_post,0.0,1.0,0.0,1.0,,0,2026-06-06,2.4969906458195243,2.3979400086720375,2.3979400086720375,-0.09905063714748685,2.4309568877211998
ak,2026-06-06,2.576783952737672,2.497995300161935,0.3275194484570342,15,6,0.1333333333333333,"220,00012,00022,00023,00092,00092,00023,00092,00012,0006,50023,00023,000220,00092,00022,000",1.0,0.7917000000000001,mandatory_post,1.0,0.0,1.0,0.0,-1.0,0,2026-06-13,2.3979400086720375,2.4969906458195243,2.3979400086720375,0.17884394406563464,2.490571535743078
ak,2026-06-13,2.3979400086720375,2.3979400086720375,0.0,15,6,0.2,"23,00092,00022,00023,00092,00092,0006,50022,00023,000220,00012,000220,00023,00012,00092,000",0.0,0.7917000000000001,mandatory_post,0.0,2.0,0.0,2.0,,0,2026-06-20,2.576783952737672,2.3979400086720375,2.4969906458195243,-0.17884394406563464,2.4575546566939157
ak,2026-06-20,2.3979400086720375,2.3979400086720375,0.0,15,6,0.1333333333333333,"220,00012,00092,00012,00023,00022,00023,00092,00092,00023,00023,00092,00022,000220,0006,500",2.0,0.7917000000000001,mandatory_post,2.0,2.0,2.0,2.0,0.0,0,2026-06-27,2.3979400086720375,2.576783952737672,2.3979400086720375,0.0,2.4575546566939157
ak,2026-06-27,2.3979400086720375,2.3979400086720375,0.0,15,6,0.2666666666666666,"23,00092,00092,00012,00092,000220,00023,00022,00092,00023,000220,00023,00012,00022,0006,500",2.0,0.75,mandatory_post,2.0,1.0,2.0,1.0,-0.5,0,2026-07-04,2.3979400086720375,2.3979400086720375,2.576783952737672,0.0,2.3979400086720375
al,2023-02-11,,,0.0,8,4,0.0,"72,00011,0009,00019,0009,00019,00011,00072,000",497.0,0.96,mandatory_pre,497.0,459.0,497.0,459.0,-0.07645875251509054,0,2023-02-18,2.3979400086720375,,,,
al,2023-06-17,2.3979400086720375,2.3979400086720375,0.0,8,4,0.25,"19,00072,0009,00011,00019,00011,0009,00072,000",116.0,0.96,mandatory_pre,116.0,135.0,116.0,135.0,0.16379310344827586,0,2023-06-24,2.3979400086720375,,,0.0,2.3979400086720375
al,2023-06-24,,,0.0,8,4,0.0,"9,00019,00019,0009,00011,00011,00072,00072,000",135.0,0.96,mandatory_pre,135.0,118.0,135.0,118.0,-0.1259259259259259,0,2023-07-01,2.3979400086720375,2.3979400086720375,,,2.3979400086720375
al,2023-07-22,,,0.0,6,3,0.0,"11,00019,00011,00019,00072,00072,000",188.0,0.96,mandatory_pre,188.0,266.0,188.0,266.0,0.4148936170212766,1,2023-07-29,2.3979400086720375,,,,
al,2024-02-24,,,0.0,4,2,0.0,"18,00018,00070,00070,000",507.0,0.96,mandatory_pre,507.0,427.0,507.0,427.0,-0.15779092702169625,0,2024-03-02,2.3979400086720375,,,,
al,2024-11-02,,,0.0,12,6,0.0,"50,77218,28022,60070,00046,00018,00018,28018,00070,00046,00050,77222,600",47.0,0.6,mandatory_post,47.0,115.0,47.0,115.0,1.446808510638298,0,2024-11-09,2.3979400086720375,,,,
al,2024-11-16,,,0.0,10,8,0.0,"18,00022,60046,00018,00070,00070,00050,77218,28012,2784,000",82.0,0.94,mandatory_post,82.0,71.0,82.0,71.0,-0.13414634146341464,0,2024-11-23,2.3979400086720375,,2.3979400086720375,,
al,2024-11-30,2.3979400086720375,2.3979400086720375,0.0,10,8,0.2,"46,00018,00022,60070,00018,28050,77212,27818,00070,0004,000",90.0,0.94,mandatory_post,90.0,100.0,90.0,100.0,0.1111111111111111,0,2024-12-07,2.3979400086720375,,2.3979400086720375,0.0,2.3979400086720375
al,2024-12-07,2.3979400086720375,2.3979400086720375,0.0,18,10,0.1111111111111111,"46,0004,00018,00022,60070,00046,00018,28022,60018,2803,6534,00018,00050,77219,00050,77270,00012,27812,278",100.0,0.94,mandatory_post,100.0,111.0,100.0,111.0,0.11,0,2024-12-14,2.3979400086720375,2.3979400086720375,,0.0,2.3979400086720375
al,2024-12-14,2.3979400086720375,2.3979400086720375,0.0,22,12,0.2727272727272727,"12,27870,0004,00070,00022,6003,65318,28050,77219,0004,00018,00046,00014,00012,27820,0003,65350,77218,00019,00018,28046,00022,600",111.0,0.94,mandatory_post,111.0,149.0,111.0,149.0,0.34234234234234234,0,2024-12-21,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2024-12-21,2.3979400086720375,2.3979400086720375,0.0,23,12,0.0869565217391304,"4,00018,00046,00050,77220,00012,27814,00020,00018,2803,65370,00019,00050,77270,00022,60046,00022,6003,65312,27814,00019,0004,00018,280",149.0,0.92,mandatory_post,149.0,215.0,149.0,215.0,0.4429530201342282,1,2024-12-28,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2024-12-28,,,0.0,3,2,0.0,"18,00070,00018,000",215.0,0.94,mandatory_post,215.0,220.0,215.0,220.0,0.023255813953488372,0,2025-01-04,2.3979400086720375,2.3979400086720375,2.3979400086720375,,2.3979400086720375
al,2025-01-11,2.3979400086720375,2.3979400086720375,0.0,25,13,0.12,"18,00018,00022,6003,65312,27819,00050,77218,28022,6005,31146,00020,00019,00050,77214,00070,00012,2784,00020,00014,0004,00070,00018,28046,0003,653",215.0,0.95,mandatory_post,215.0,192.0,215.0,192.0,-0.10697674418604651,0,2025-01-18,2.3979400086720375,,2.3979400086720375,0.0,2.3979400086720375
al,2025-01-18,2.3979400086720375,2.3979400086720375,0.0,26,13,0.0384615384615384,"46,00018,28070,00018,00070,00012,27818,00012,27822,60019,0005,31118,28022,60014,00020,00050,77246,0005,31150,77220,0003,6533,6534,00019,00014,0004,000",192.0,0.95,mandatory_post,192.0,178.0,192.0,178.0,-0.07291666666666667,0,2025-01-25,2.3979400086720375,2.3979400086720375,,0.0,2.3979400086720375
al,2025-01-25,,,0.0,17,12,0.0,"46,00012,27846,0004,00018,00020,00018,00018,28050,7725,31118,2804,00014,00012,27870,0003,65322,600",178.0,0.95,mandatory_post,178.0,212.0,178.0,212.0,0.19101123595505617,1,2025-02-01,2.3979400086720375,2.3979400086720375,2.3979400086720375,,2.3979400086720375
al,2025-02-08,,,0.0,26,13,0.0,"50,77219,00046,00046,00018,00070,00018,2803,65318,2805,31112,27820,00018,0004,0003,65312,27819,00014,00050,77222,6005,31114,00070,0004,00022,60020,000",227.0,0.96,mandatory_post,227.0,224.0,227.0,224.0,-0.013215859030837005,0,2025-02-15,2.3979400086720375,,2.3979400086720375,,
al,2025-03-01,2.3979400086720375,2.3979400086720375,0.0,24,13,0.0833333333333333,"46,00070,0005,31118,0005,3114,0004,00018,28019,00022,60019,00070,00018,00012,27814,00050,77218,28022,6003,65312,27820,00050,77246,0003,653",209.0,0.96,mandatory_post,209.0,238.0,209.0,238.0,0.13875598086124402,1,2025-03-08,2.3979400086720375,,,0.0,2.3979400086720375
al,2025-03-08,2.3979400086720375,2.3979400086720375,0.0,26,13,0.0384615384615384,"12,2785,31118,00018,28020,0003,65350,7723,65319,00070,00018,2805,31146,00014,00070,00014,00020,0004,00018,00022,60050,77222,60046,00019,0004,00012,278",238.0,0.96,mandatory_post,238.0,245.0,238.0,245.0,0.029411764705882353,0,2025-03-15,2.3979400086720375,2.3979400086720375,,0.0,2.3979400086720375
al,2025-03-15,2.3979400086720375,2.3979400086720375,0.0,26,13,0.1153846153846153,"50,77212,27818,00018,28019,00046,00012,27820,0005,31120,00022,60018,0005,31170,0003,65318,28050,77222,6004,0003,65370,0004,00014,00046,00014,00019,000",245.0,0.96,mandatory_post,245.0,232.0,245.0,232.0,-0.053061224489795916,0,2025-03-22,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-03-22,2.3979400086720375,2.3979400086720375,0.0,26,13,0.1538461538461538,"70,00020,00019,00020,00022,60014,00014,00019,0004,00012,2785,31150,77218,00046,0005,31112,27850,77246,00018,28018,0004,0003,65322,60070,0003,65318,280",232.0,0.96,mandatory_post,232.0,195.0,232.0,195.0,-0.15948275862068967,0,2025-03-29,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-03-29,2.3979400086720375,2.3979400086720375,0.0,26,13,0.0769230769230769,"18,0003,6533,65314,00020,00018,28070,0005,31150,77270,00014,00046,00050,77219,00022,60022,60012,27812,27819,00046,00018,0004,00020,00018,2804,0005,311",195.0,0.94,mandatory_post,195.0,139.0,195.0,139.0,-0.28717948717948716,0,2025-04-05,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-04-05,2.3979400086720375,2.3979400086720375,0.0,26,14,0.0769230769230769,"46,00050,77218,28018,00070,0004,00015,00015,00019,0003,65318,28014,00012,2785,31170,00020,00046,0004,00022,6005,31118,00019,00022,6003,65350,77212,278",139.0,0.94,mandatory_post,139.0,118.0,139.0,118.0,-0.1510791366906475,0,2025-04-12,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-04-12,2.3979400086720375,2.3979400086720375,0.0,28,14,0.4642857142857143,"19,00015,00014,00014,00070,00012,27818,28020,00022,6004,00070,00018,28019,0005,31122,6003,65346,00050,7724,00012,2785,31120,00018,00046,00050,77215,00018,0003,653",118.0,0.94,mandatory_post,118.0,103.0,118.0,103.0,-0.1271186440677966,0,2025-04-19,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-04-19,2.3979400086720375,2.3979400086720375,0.0,28,14,0.1785714285714285,"22,60020,0004,00050,77218,00022,60014,00070,00018,2804,00070,00046,00015,00018,00012,2785,31120,00050,7723,6535,31119,00019,00046,0003,65318,28012,27814,00015,000",103.0,0.94,mandatory_post,103.0,84.0,103.0,84.0,-0.18446601941747573,0,2025-04-26,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-04-26,2.3979400086720375,2.3979400086720375,0.0,29,15,0.1379310344827586,"4,00070,00020,00018,28022,60019,0004,0005,31120,0005,31114,00012,27846,00046,00015,00070,0003,65322,60018,28018,00019,00050,77215,00012,27850,77218,0003,6536,50014,000",84.0,0.94,mandatory_post,84.0,87.0,84.0,87.0,0.03571428571428571,0,2025-05-03,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-05-03,2.3979400086720375,2.3979400086720375,0.0,30,15,0.2,"12,27815,0003,65320,00022,6006,50014,0003,6535,31115,0004,00018,00018,00019,00018,2804,00050,77250,77222,60046,00046,00012,27814,0006,50020,00019,00018,28070,00070,0005,311",87.0,0.94,mandatory_post,87.0,65.0,87.0,65.0,-0.25287356321839083,0,2025-05-10,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-05-10,2.3979400086720375,2.3979400086720375,0.0,29,15,0.3793103448275862,"18,00015,00046,00019,0003,65350,77219,00014,00012,2786,5003,65322,60012,2784,00020,00018,2805,3114,00015,00022,60070,00018,28014,0006,5005,31118,00070,00020,00050,772",65.0,0.94,mandatory_post,65.0,83.0,65.0,83.0,0.27692307692307694,0,2025-05-17,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-05-17,2.3979400086720375,2.3979400086720375,0.0,29,15,0.4827586206896552,"6,50046,0003,65315,00018,00014,00050,77222,60050,77220,0004,00018,28012,2786,5005,31122,60012,27820,00019,0004,00070,00046,0005,31118,00070,00015,00018,28014,00019,000",83.0,0.94,mandatory_post,83.0,66.0,83.0,66.0,-0.20481927710843373,0,2025-05-24,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-05-24,2.3979400086720375,2.3979400086720375,0.0,30,15,0.5,"6,5004,00022,60046,0005,31170,00020,00012,27814,00019,0005,31112,2786,5004,00018,00022,60050,77215,00070,00014,0003,65318,28015,00018,28046,00019,00020,00018,0003,65350,772",66.0,0.94,mandatory_post,66.0,58.0,66.0,58.0,-0.12121212121212122,0,2025-05-31,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-05-31,2.3979400086720375,2.3979400086720375,0.0,17,15,0.3529411764705882,"70,00015,0003,65318,0006,50018,0005,31119,0004,00018,28070,00014,00022,60050,77212,27846,00020,000",58.0,0.94,mandatory_post,58.0,60.0,58.0,60.0,0.034482758620689655,0,2025-06-07,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-06-07,2.3979400086720375,2.3979400086720375,0.0,28,15,0.3571428571428571,"22,6005,31118,2804,00018,00050,77218,0006,50015,00070,0005,3116,50015,00014,00018,28070,00022,60019,0003,6534,00020,00019,0003,65312,27812,27846,00050,77246,000",60.0,0.94,mandatory_post,60.0,60.0,60.0,60.0,0.0,0,2025-06-14,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-06-14,2.3979400086720375,2.3979400086720375,0.0,29,15,0.2758620689655172,"20,00022,60050,77218,0006,50012,27820,0003,65319,00022,60019,00014,0005,3115,3116,50046,00050,77218,28070,00018,2804,00015,00012,2784,00015,00046,00014,00070,00018,000",60.0,0.94,mandatory_post,60.0,49.0,60.0,49.0,-0.18333333333333332,0,2025-06-21,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-06-21,2.3979400086720375,2.3979400086720375,0.0,30,15,0.4333333333333333,"5,3114,0006,50018,28014,00046,0004,00012,27818,00015,00015,00018,00070,00070,00046,00020,00019,00022,60018,28050,77219,0003,65322,60020,0006,5005,31114,0003,65312,27850,772",49.0,0.94,mandatory_post,49.0,66.0,49.0,66.0,0.3469387755102041,0,2025-06-28,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-06-28,2.3979400086720375,2.3979400086720375,0.0,28,15,0.3571428571428571,"22,60012,27870,0006,5004,00018,28018,00014,00015,0005,31115,0004,00012,27870,00019,00046,0005,31119,00050,77218,28020,00022,6003,65346,0006,50014,00020,00018,000",66.0,0.93,mandatory_post,66.0,61.0,66.0,61.0,-0.07575757575757576,0,2025-07-05,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-07-05,2.3979400086720375,2.3979400086720375,0.0,29,15,0.2758620689655172,"4,00015,0003,6536,5004,00046,00019,00022,60018,28019,00014,00015,0005,31118,0003,65320,00050,77212,2786,50018,28070,00020,00012,2785,31122,60050,77214,00018,00046,000",61.0,0.94,mandatory_post,61.0,58.0,61.0,58.0,-0.04918032786885246,0,2025-07-12,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-07-12,2.3979400086720375,2.3979400086720375,0.0,30,15,0.2,"14,00018,28046,00070,00018,0003,65322,60012,27820,00018,2806,50050,77215,00046,00022,6003,65318,00019,0004,00015,0006,50014,00070,00012,2784,00019,00020,0005,3115,31150,772",58.0,0.94,mandatory_post,58.0,69.0,58.0,69.0,0.1896551724137931,0,2025-07-19,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-07-19,2.3979400086720375,2.3979400086720375,0.0,17,15,0.1764705882352941,"50,77270,0006,50018,28022,6003,6534,00012,27818,00046,00018,00014,0005,31120,00019,00070,00015,000",69.0,0.94,mandatory_post,69.0,70.0,69.0,70.0,0.014492753623188406,0,2025-07-26,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-07-26,2.3979400086720375,2.3979400086720375,0.0,17,15,0.1176470588235294,"70,00046,00018,00014,00018,28050,77219,00022,6004,00020,00070,00012,27815,0003,65318,0005,3116,500",70.0,0.93,mandatory_post,70.0,111.0,70.0,111.0,0.5857142857142857,0,2025-08-02,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-08-02,,,0.0,16,15,0.0,"22,60015,00046,00050,77219,0004,00070,00014,00070,00012,27818,0005,31120,0006,5003,65318,280",111.0,0.94,mandatory_post,111.0,133.0,111.0,133.0,0.1981981981981982,0,2025-08-09,2.3979400086720375,2.3979400086720375,2.3979400086720375,,2.3979400086720375
al,2025-08-16,2.3979400086720375,2.3979400086720375,0.0,15,14,0.0666666666666666,"20,0004,0006,5005,31150,77218,28046,00022,60070,00019,00014,00012,27815,00070,0003,653",142.0,0.96,mandatory_post,142.0,208.0,142.0,208.0,0.4647887323943662,1,2025-08-23,2.3979400086720375,,2.3979400086720375,0.0,2.3979400086720375
al,2025-08-23,2.3979400086720375,2.3979400086720375,0.0,15,14,0.0666666666666666,"3,65312,27814,00050,77218,28015,00020,0004,00070,00019,00070,00046,0006,5005,31122,600",208.0,0.94,mandatory_post,208.0,199.0,208.0,199.0,-0.04326923076923077,0,2025-08-30,2.3979400086720375,2.3979400086720375,,0.0,2.3979400086720375
al,2025-08-30,2.3979400086720375,2.3979400086720375,0.0,15,14,0.0666666666666666,"14,00015,00050,77212,27870,0005,31146,0004,00070,00019,00022,60018,28020,0003,6536,500",199.0,0.93,mandatory_post,199.0,241.0,199.0,241.0,0.21105527638190955,1,2025-09-06,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-09-06,,,0.0,15,14,0.0,"22,60012,27814,0006,50018,28015,0005,3113,6534,00050,77220,00046,00019,00070,00070,000",241.0,0.96,mandatory_post,241.0,199.0,241.0,199.0,-0.17427385892116182,0,2025-09-13,2.3979400086720375,2.3979400086720375,2.3979400086720375,,2.3979400086720375
al,2025-11-29,2.3979400086720375,2.3979400086720375,0.0,15,14,0.2666666666666666,"22,60070,0005,31118,2806,50012,27814,00050,7723,65370,00020,00019,00015,00046,0004,000",55.0,0.95,mandatory_post,55.0,61.0,55.0,61.0,0.10909090909090909,0,2025-12-06,2.3979400086720375,,,0.0,2.3979400086720375
al,2025-12-06,2.3979400086720375,2.3979400086720375,0.0,27,14,0.2222222222222222,"14,00018,2806,50022,60050,77219,00015,0006,50015,00018,2804,00014,0005,31146,0005,31170,0003,6534,00012,27822,60046,0003,65320,00012,27819,00050,77220,000",61.0,0.95,mandatory_post,61.0,74.0,61.0,74.0,0.21311475409836064,0,2025-12-13,2.3979400086720375,2.3979400086720375,,0.0,2.3979400086720375
al,2025-12-13,2.3979400086720375,2.3979400086720375,0.0,28,14,0.1785714285714285,"15,00050,77246,00015,00020,00018,28019,00046,00050,7726,50012,2783,65370,00022,6006,50020,00012,27819,00014,00070,00018,2805,3114,0005,31122,6003,6534,00014,000",74.0,0.93,mandatory_post,74.0,92.0,74.0,92.0,0.24324324324324326,0,2025-12-20,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
al,2025-12-20,2.3979400086720375,2.3979400086720375,0.0,28,14,0.1428571428571428,"70,00012,2784,00022,6004,00050,7725,3113,65314,00022,60046,00015,0005,31120,00019,00018,28019,00050,77215,00046,00012,27820,00018,28014,0006,5003,65370,0006,500",92.0,0.95,mandatory_post,92.0,107.0,92.0,107.0,0.16304347826086957,0,2025-12-27,2.3979400086720375,2.3979400086720375,2.3979400086720375,0.0,2.3979400086720375
