state_territory,week_end,log10_conc_mean,log10_conc_median,conc_site_z_mean,n_samples,n_sites,pct_nondetect,pop_served
ak,2025-01-11,3.976109910810968,4.2530147573614245,-0.5875479865201807,7,4,0.2857142857142857,682000
ak,2025-01-18,4.250121677429914,4.331494773959435,-0.38407850617585104,7,4,0.0,692000
ak,2025-01-25,4.359250009743121,4.4372388958181705,-0.3344212421010549,8,5,0.0,704000
ak,2025-02-01,4.374594462280775,4.406468437361311,-0.35584333401296503,8,5,0.0,704000
ak,2025-02-08,4.742804585887509,4.654912379578791,0.14904765138236864,6,3,0.0,670000
ak,2025-02-15,4.625307471999817,4.716281645560599,-0.011778871297797821,7,4,0.0,682000
ak,2025-02-22,4.544928092612477,4.556784782307026,-0.04361646615417176,7,4,0.0,682000
ak,2025-03-01,4.650319982424144,4.664282994626204,0.022640966169729725,8,5,0.0,704000
ak,2025-03-08,4.653371472747077,4.776598875391974,0.024700088161011845,8,5,0.0,704000
ak,2025-03-15,4.492253971347901,4.543573977049881,-0.10276960004587853,7,3,0.0,693000
ak,2025-03-22,3.962673267721368,4.0836018598297334,-0.7657332566306249,9,4,0.1111111111111111,738000
ak,2025-03-29,4.557620557246925,4.481483306243341,-0.12699740805361018,8,3,0.0,716000
ak,2025-04-05,4.31038892242206,4.410751099194519,-0.3633561112647402,9,4,0.0,738000
ak,2025-04-12,4.5602555440621595,4.58433984231315,-0.17003997811273053,11,5,0.0,772000
ak,2025-04-19,4.231818653283904,4.237141427338836,-0.4787974927455328,9,4,0.0,738000
ak,2025-04-26,3.774944827413128,3.7865899831701437,-0.8470361876565268,8,3,0.0,716000
ak,2025-05-03,4.222154058855169,4.261557743749406,-0.42143154015596374,8,3,0.0,716000
ak,2025-05-10,4.288453102138547,4.312520035030191,-0.38576744661822926,8,3,0.0,716000
ak,2025-05-17,4.37530634419047,4.3799914239610125,-0.2159953402365633,8,3,0.0,716000
ak,2025-05-24,4.185413358895426,4.077508237506181,-0.34078347336757,8,3,0.0,716000
ak,2025-05-31,4.889475245066592,4.930953432626376,0.3863206894753896,8,3,0.0,716000
ak,2025-06-07,4.615442526176816,4.699624286683645,0.09774094695943253,8,3,0.0,716000
ak,2025-06-14,4.807923517527565,4.848716605482517,0.28186184875515297,8,3,0.0,716000
ak,2025-06-21,4.458936411851136,4.508885388142113,-0.05672257512756722,8,3,0.0,716000
ak,2025-06-28,4.375629539493094,4.337654697201877,-0.21421092118264198,8,3,0.0,716000
ak,2025-07-05,4.737642995585096,4.735936771274417,0.18168135488961218,8,3,0.0,716000
ak,2025-07-12,4.75962544334719,4.82150295232907,0.2730911629310558,8,3,0.0,716000
ak,2025-07-19,4.645617368054844,4.641468331309332,0.10107710065249831,8,3,0.0,716000
ak,2025-07-26,4.927790989363389,4.911702774124316,0.41782004443337883,8,3,0.0,716000
ak,2025-08-02,4.88228124638025,4.884857181790494,0.3653983413025326,8,3,0.0,716000
ak,2025-08-09,4.948422505110861,4.978106244191302,0.31389889689735345,12,5,0.0,784000
ak,2025-08-16,4.923376900791168,4.959575028648317,0.2956816123979555,12,5,0.0,784000
ak,2025-08-23,4.966122793684345,4.939314114875662,0.36138449496406005,12,5,0.0,784000
ak,2025-08-30,5.067832730586123,5.069693400003747,0.4423130117027423,12,5,0.0,784000
ak,2025-09-06,5.110096135508603,5.092658094660379,0.5214831342812253,12,5,0.0,784000
ak,2025-09-13,4.923386247026213,4.972443706630837,0.3145059645041076,12,5,0.0,784000
ak,2025-09-20,4.649035006531951,4.755264677941719,0.03809826487540633,10,5,0.0,750000
ak,2025-09-27,4.228954829290836,4.359334629649374,-0.4893209901899262,12,5,0.08333333333333333,784000
ak,2025-10-04,4.255347555371369,4.228459030696211,-0.451233233371838,11,5,0.0,772000
ak,2025-10-11,4.127740687610932,4.17122809047801,-0.6608104313852459,12,5,0.08333333333333333,784000
ak,2025-10-18,3.981467265773942,4.015568164773536,-0.8224702365847785,12,5,0.0,784000
ak,2025-10-25,3.819421201194769,3.7212845755102517,-1.0480824638335748,12,5,0.0,784000
ak,2025-11-01,3.945516141154527,4.021702918389183,-0.8507205346092359,12,5,0.0,784000
ak,2025-11-08,4.14379997648006,4.313518246016314,-0.6726552678460582,13,5,0.0,876000
ak,2025-11-15,3.830919670805688,4.050572069271738,-0.9874987161069776,12,5,0.16666666666666666,784000
ak,2025-11-22,3.9319178942118986,3.9983231567384045,-0.8688611913941162,14,5,0.07142857142857142,968000
ak,2025-11-29,3.752556591693377,3.9484470944796057,-1.0283598783724603,12,5,0.16666666666666666,725000
ak,2025-12-06,3.9911680185382825,4.0714761233311965,-0.8410860266784378,14,5,0.07142857142857142,968000
ak,2025-12-13,4.0636170831960765,4.02119953113899,-0.6942941279849292,12,5,0.0,934000
ak,2025-12-20,3.798476819707922,3.9703385547747327,-1.2742459759532763,14,5,0.21428571428571427,968000
ak,2025-12-27,4.340317332497869,4.323733374175361,-0.3544741203982775,13,5,0.0,946000
ak,2026-01-03,4.058165981094826,4.1546586782623125,-0.8333851596362911,13,5,0.15384615384615385,956000
