state_territory,week_end,log10_conc_mean,log10_conc_median,conc_site_z_mean,n_samples,n_sites,pct_nondetect,pop_served,admits,coverage,regime,admits_per100k,admits_next_week,admits_this_week,y_reg_next_admits,pct_change_next,y_surge_next_week,next_week_end,log10_conc_lag1,log10_conc_lag2,log10_conc_lag3,conc_delta_1w,conc_roll3,split_era
ak,2022-10-29,5.724535712071954,5.723743711394008,0.9276970150241208,7,4,0.0,470000,31.0,0.9167,mandatory_pre,6.595744680851063,25.0,31.0,25.0,-0.1935483870967742,0,2022-11-05,5.756598425296829,5.821081349672645,5.919034095537232,-0.032062713224875417,5.767405162347143,train
ak,2022-11-05,5.70600052532141,5.754555536923872,0.8919506022302697,7,4,0.0,480000,25.0,0.9167,mandatory_pre,5.208333333333334,35.0,25.0,35.0,0.4,1,2022-11-12,5.724535712071954,5.756598425296829,5.821081349672645,-0.018535186750543886,5.729044887563397,train
ak,2022-11-12,5.955676661879548,5.979921669471764,1.1509062957824745,8,4,0.0,490000,35.0,0.9167,mandatory_pre,7.142857142857142,28.0,35.0,28.0,-0.2,0,2022-11-19,5.70600052532141,5.724535712071954,5.756598425296829,0.24967613655813814,5.795404299757638,train
ak,2022-11-19,5.980774199476422,5.942348838602729,1.1711738209680684,8,4,0.0,490000,28.0,0.9167,mandatory_pre,5.7142857142857135,42.0,28.0,42.0,0.5,1,2022-11-26,5.955676661879548,5.70600052532141,5.724535712071954,0.025097537596874275,5.88081712889246,train
ak,2022-11-26,5.852092755361374,5.87535112457738,1.0356227320313325,4,4,0.0,245000,42.0,0.9167,mandatory_pre,17.142857142857142,44.0,42.0,44.0,0.047619047619047616,0,2022-12-03,5.980774199476422,5.955676661879548,5.70600052532141,-0.12868144411504812,5.9295145389057815,train
ak,2022-12-03,5.902502309869027,5.911027931286136,1.0823708909917509,7,4,0.0,480000,44.0,0.9167,mandatory_pre,9.166666666666668,50.0,44.0,50.0,0.13636363636363635,1,2022-12-10,5.852092755361374,5.980774199476422,5.955676661879548,0.05040955450765239,5.911789754902274,train
ak,2022-12-10,5.938226017079264,5.925794762502323,1.1244569005566538,8,4,0.0,490000,50.0,0.9167,mandatory_pre,10.204081632653061,45.0,50.0,45.0,-0.1,0,2022-12-17,5.902502309869027,5.852092755361374,5.980774199476422,0.03572370721023699,5.897607027436554,train
ak,2022-12-17,5.848691197397304,5.80781775042381,1.0254105879703144,6,4,0.0,465000,45.0,0.9167,mandatory_pre,9.677419354838708,25.0,45.0,25.0,-0.4444444444444444,0,2022-12-24,5.938226017079264,5.902502309869027,5.852092755361374,-0.0895348196819592,5.896473174781865,train
ak,2022-12-24,5.839065721755988,5.880426297803748,1.0360984322680165,4,4,0.0,245000,25.0,0.9167,mandatory_pre,10.204081632653061,32.0,25.0,32.0,0.28,1,2022-12-31,5.848691197397304,5.938226017079264,5.902502309869027,-0.009625475641316328,5.875327645410852,train
ak,2022-12-31,6.086018890077498,6.126140429731948,1.2932463461803825,3,3,0.0,235000,32.0,0.9167,mandatory_pre,13.617021276595745,39.0,32.0,39.0,0.21875,1,2023-01-07,5.839065721755988,5.848691197397304,5.938226017079264,0.24695316832151004,5.9245919364102635,train
ak,2023-01-07,5.947401497958672,6.026487992992976,1.12997420370879,8,4,0.0,490000,39.0,0.9167,mandatory_pre,7.959183673469387,36.0,39.0,36.0,-0.07692307692307693,0,2023-01-14,6.086018890077498,5.839065721755988,5.848691197397304,-0.1386173921188263,5.957495369930719,train
ak,2023-01-14,5.836744363385443,5.778125009306997,1.0323586550320678,8,4,0.0,490000,36.0,0.9167,mandatory_pre,7.346938775510203,47.0,36.0,47.0,0.3055555555555556,1,2023-01-21,5.947401497958672,6.086018890077498,5.839065721755988,-0.11065713457322879,5.956721583807204,train
ak,2023-01-21,5.9531490377602605,6.009887355065727,1.134142312572115,8,4,0.0,490000,47.0,0.9167,mandatory_pre,9.591836734693876,49.0,47.0,49.0,0.0425531914893617,0,2023-01-28,5.836744363385443,5.947401497958672,6.086018890077498,0.1164046743748175,5.912431633034792,train
ak,2023-01-28,6.048305564310074,6.0784965897804275,1.2383704638793054,8,4,0.0,490000,49.0,0.9167,mandatory_pre,10.0,42.0,49.0,42.0,-0.14285714285714285,0,2023-02-04,5.9531490377602605,5.836744363385443,5.947401497958672,0.09515652654981377,5.946066321818592,train
ak,2023-02-04,6.124318681252376,6.260028442565722,1.3159057782731547,7,4,0.0,480000,42.0,0.9167,mandatory_pre,8.75,44.0,42.0,44.0,0.047619047619047616,0,2023-02-11,6.048305564310074,5.9531490377602605,5.836744363385443,0.07601311694230173,6.041924427774237,train
