state_territory,week_end,log10_conc_mean,log10_conc_median,conc_site_z_mean,n_samples,n_sites,pct_nondetect,pop_served,admits,coverage,regime,admits_per100k,admits_next_week,admits_this_week,y_reg_next_admits,pct_change_next,y_surge_next_week,next_week_end,log10_conc_lag1,log10_conc_lag2,log10_conc_lag3,conc_delta_1w,conc_roll3,split_era
in,2025-04-05,4.3281836802387925,4.243493349792729,-0.6354672706955826,54,27,0.1481481481481481,4826220,143.0,0.9441,mandatory_post,2.9629813808736443,101.0,143.0,101.0,-0.2937062937062937,0,2025-04-12,4.380918572975379,4.382563757027164,4.659296398805521,-0.05273489273658605,4.363888670080445,train
in,2025-04-12,4.134262992674473,4.096214585346405,-0.9662796332941488,51,27,0.3529411764705882,4686220,101.0,0.9441,mandatory_post,2.1552551950185865,84.0,101.0,84.0,-0.16831683168316833,0,2025-04-19,4.3281836802387925,4.380918572975379,4.382563757027164,-0.19392068756431957,4.281121748629548,train
in,2025-04-19,4.299890034595318,4.237543738142874,-0.7037423657152915,54,27,0.1111111111111111,4879220,84.0,0.9441,mandatory_post,1.7215866470460441,81.0,84.0,81.0,-0.03571428571428571,0,2025-04-26,4.134262992674473,4.3281836802387925,4.380918572975379,0.1656270419208452,4.254112235836195,train
in,2025-04-26,4.335787843508234,4.229425847920695,-0.5917925263310315,53,27,0.0943396226415094,4781220,81.0,0.9371,mandatory_post,1.6941282768833061,84.0,81.0,84.0,0.037037037037037035,0,2025-05-03,4.299890034595318,4.134262992674473,4.3281836802387925,0.03589780891291561,4.256646956926009,train
in,2025-05-03,4.340212252312461,4.323230615280435,-0.6212138555264833,52,26,0.1346153846153846,4779220,84.0,0.9441,mandatory_post,1.7576089822188559,52.0,84.0,52.0,-0.38095238095238093,0,2025-05-10,4.335787843508234,4.299890034595318,4.134262992674473,0.00442440880422712,4.325296710138671,train
in,2025-05-10,4.292983779827469,4.176410664761651,-0.7177570976245228,53,27,0.2452830188679245,4829220,52.0,0.9441,mandatory_post,1.0767784445521222,61.0,52.0,61.0,0.17307692307692307,0,2025-05-17,4.340212252312461,4.335787843508234,4.299890034595318,-0.04722847248499207,4.3229946252160545,train
in,2025-05-17,4.315501001772399,4.2405457950178524,-0.6813225116017624,54,27,0.2407407407407407,4879220,61.0,0.9441,mandatory_post,1.2501998270215322,44.0,61.0,44.0,-0.2786885245901639,0,2025-05-24,4.292983779827469,4.340212252312461,4.335787843508234,0.022517221944930554,4.316232344637443,train
in,2025-05-24,4.172576632878826,4.096214585346405,-0.9195277044538984,52,27,0.25,4783370,44.0,0.9441,mandatory_post,0.9198535760353056,46.0,44.0,46.0,0.045454545454545456,0,2025-05-31,4.315501001772399,4.292983779827469,4.340212252312461,-0.1429243688935733,4.260353804826232,train
in,2025-05-31,4.124694896280597,4.085008751376193,-1.0446580301477326,31,26,0.1935483870967742,3638970,46.0,0.9441,mandatory_post,1.2640939606537016,38.0,46.0,38.0,-0.17391304347826086,0,2025-06-07,4.172576632878826,4.315501001772399,4.292983779827469,-0.04788173659822892,4.204257510310608,train
in,2025-06-07,4.22146665787185,4.096214585346405,-0.824133965177593,54,27,0.2407407407407407,4879220,38.0,0.9441,mandatory_post,0.77881300699702,44.0,38.0,44.0,0.15789473684210525,0,2025-06-14,4.124694896280597,4.172576632878826,4.315501001772399,0.09677176159125267,4.172912729010425,train
in,2025-06-14,4.1254383763925215,4.096214585346405,-1.030462938926333,52,27,0.3461538461538461,4802420,44.0,0.9441,mandatory_post,0.9162047467735017,36.0,44.0,36.0,-0.18181818181818182,0,2025-06-21,4.22146665787185,4.124694896280597,4.172576632878826,-0.09602828147932829,4.1571999768483225,train
in,2025-06-21,4.243845291851031,4.096214585346405,-0.7950392476152841,53,27,0.2264150943396226,4834220,36.0,0.9441,mandatory_post,0.7446909739316787,32.0,36.0,32.0,-0.1111111111111111,0,2025-06-28,4.1254383763925215,4.22146665787185,4.124694896280597,0.11840691545850923,4.1969167753718,train
in,2025-06-28,4.361664330942033,4.321378624412268,-0.5802986290421062,50,27,0.28,4711770,32.0,0.9441,mandatory_post,0.6791502980833105,29.0,32.0,29.0,-0.09375,0,2025-07-05,4.243845291851031,4.1254383763925215,4.22146665787185,0.11781903909100233,4.243649333061861,train
in,2025-07-05,4.341721438065674,4.235523749242004,-0.6550078922316599,34,27,0.1764705882352941,2682070,29.0,0.9441,mandatory_post,1.0812544042474657,41.0,29.0,41.0,0.41379310344827586,0,2025-07-12,4.361664330942033,4.243845291851031,4.1254383763925215,-0.019942892876358975,4.315743686952913,train
in,2025-07-12,4.415586792649281,4.416299413951089,-0.476021798142848,34,25,0.088235294117647,3596970,41.0,0.9441,mandatory_post,1.139848261175378,39.0,41.0,39.0,-0.04878048780487805,0,2025-07-19,4.341721438065674,4.361664330942033,4.243845291851031,0.07386535458360655,4.372990853885663,train
in,2025-07-19,4.468083603544977,4.524266268766978,-0.4060789143826306,49,25,0.0816326530612244,4726960,39.0,0.9441,mandatory_post,0.8250545805337892,45.0,39.0,45.0,0.15384615384615385,0,2025-07-26,4.415586792649281,4.341721438065674,4.361664330942033,0.05249681089569602,4.4084639447533105,train
in,2025-07-26,4.360202400674959,4.2455126678141495,-0.5751285544436526,49,25,0.2244897959183673,4678720,45.0,0.9441,mandatory_post,0.961801518363997,81.0,45.0,81.0,0.8,0,2025-08-02,4.468083603544977,4.415586792649281,4.341721438065674,-0.10788120287001757,4.414624265623073,test
in,2025-08-02,4.544704603980418,4.532499586094662,-0.2344799033056025,51,26,0.0980392156862745,4815620,81.0,0.9441,mandatory_post,1.6820264057379943,83.0,81.0,83.0,0.024691358024691357,0,2025-08-09,4.360202400674959,4.468083603544977,4.415586792649281,0.18450220330545886,4.457663536066785,test
in,2025-08-09,4.724547608162157,4.711975854351755,0.0724162853935569,51,26,0.0784313725490196,4739220,83.0,0.958,mandatory_post,1.7513430480121202,114.0,83.0,114.0,0.37349397590361444,0,2025-08-16,4.544704603980418,4.360202400674959,4.468083603544977,0.17984300418173937,4.543151537605845,test
in,2025-08-16,4.70322857544661,4.713993748924782,0.0245858413515104,52,26,0.1346153846153846,4837220,114.0,0.965,mandatory_post,2.356725557241556,127.0,114.0,127.0,0.11403508771929824,0,2025-08-23,4.724547608162157,4.544704603980418,4.360202400674959,-0.021319032715547692,4.657493595863062,test
in,2025-08-23,4.777673728974781,4.780461332861718,0.162056645806587,49,26,0.0612244897959183,4516220,127.0,0.965,mandatory_post,2.8120862136919813,119.0,127.0,119.0,-0.06299212598425197,0,2025-08-30,4.70322857544661,4.724547608162157,4.544704603980418,0.07444515352817138,4.735149970861183,test
in,2025-08-30,4.88608925169864,4.941688154073809,0.3513712867198932,52,26,0.0192307692307692,4837220,119.0,0.965,mandatory_post,2.4600907132609224,148.0,119.0,148.0,0.24369747899159663,0,2025-09-06,4.777673728974781,4.70322857544661,4.724547608162157,0.10841552272385879,4.7889971853733435,test
in,2025-09-06,5.036212925690794,4.944482672150168,0.706247670326744,43,26,0.0,4424870,148.0,0.965,mandatory_post,3.3447310316461274,145.0,148.0,145.0,-0.02027027027027027,0,2025-09-13,4.88608925169864,4.777673728974781,4.70322857544661,0.15012367399215432,4.899991968788072,test
in,2025-09-13,5.066076952977226,5.014012972053333,0.677068489021364,52,26,0.0,4837220,145.0,0.965,mandatory_post,2.9975895245616284,125.0,145.0,125.0,-0.13793103448275862,0,2025-09-20,5.036212925690794,4.88608925169864,4.777673728974781,0.02986402728643167,4.996126376788887,test
in,2025-09-20,4.948981523872783,4.948563071704689,0.4859577313063571,52,26,0.0192307692307692,4837220,125.0,0.965,mandatory_post,2.5841289004841625,123.0,125.0,123.0,-0.016,0,2025-09-27,5.066076952977226,5.036212925690794,4.88608925169864,-0.1170954291044426,5.017090467513601,test
in,2025-09-27,4.672437381524547,4.678717369774915,-0.0387795605572391,52,26,0.0192307692307692,4837220,123.0,0.965,mandatory_post,2.5427828380764157,93.0,123.0,93.0,-0.24390243902439024,0,2025-10-04,4.948981523872783,5.066076952977226,5.036212925690794,-0.27654414234823665,4.895831952791519,test
in,2025-10-04,4.528443828841225,4.534533756005116,-0.2961263359038427,53,27,0.1132075471698113,4879984,93.0,0.965,mandatory_post,1.905743953258863,67.0,93.0,67.0,-0.27956989247311825,0,2025-10-11,4.672437381524547,4.948981523872783,5.066076952977226,-0.14399355268332137,4.716620911412853,test
in,2025-10-11,4.374359788914905,4.328057537468227,-0.5245086473658186,52,27,0.0961538461538461,4817602,67.0,0.965,mandatory_post,1.3907333980681675,82.0,67.0,82.0,0.22388059701492538,0,2025-10-18,4.528443828841225,4.672437381524547,4.948981523872783,-0.15408403992632014,4.525080333093559,test
in,2025-10-18,4.4678659628898085,4.421603926869831,-0.3939770194347842,45,25,0.0888888888888888,4286134,82.0,0.965,mandatory_post,1.9131459725710862,63.0,82.0,63.0,-0.23170731707317074,0,2025-10-25,4.374359788914905,4.528443828841225,4.672437381524547,0.09350617397490346,4.456889860215313,test
in,2025-10-25,4.335351962491503,4.235523749242004,-0.5895882451742525,18,18,0.1666666666666666,1156292,63.0,0.965,mandatory_post,5.448450737357,65.0,63.0,65.0,0.031746031746031744,0,2025-11-01,4.4678659628898085,4.374359788914905,4.528443828841225,-0.13251400039830585,4.392525904765406,test
in,2025-11-01,4.42966055762385,4.3361745608088285,-0.1143865253824586,8,4,0.25,1888000,65.0,0.965,mandatory_post,3.442796610169492,89.0,65.0,89.0,0.36923076923076925,0,2025-11-08,4.335351962491503,4.4678659628898085,4.374359788914905,0.09430859513234768,4.410959494335054,test
in,2025-11-08,4.578820567032368,4.635483746814912,-0.2052400879888415,54,27,0.074074074074074,4914984,89.0,0.958,mandatory_post,1.8107892111144208,117.0,89.0,117.0,0.3146067415730337,0,2025-11-15,4.42966055762385,4.335351962491503,4.4678659628898085,0.1491600094085177,4.447944362382573,test
in,2025-11-15,4.712739730772862,4.723947976431644,0.0252385938828987,47,27,0.0638297872340425,4582042,117.0,0.965,mandatory_post,2.553446694726936,123.0,117.0,123.0,0.05128205128205128,0,2025-11-22,4.578820567032368,4.42966055762385,4.335351962491503,0.13391916374049373,4.573740285143026,test
in,2025-11-22,4.730701072124251,4.774068966835695,0.0772146698235098,52,27,0.0192307692307692,4854984,123.0,0.965,mandatory_post,2.5334789980770274,142.0,123.0,142.0,0.15447154471544716,0,2025-11-29,4.712739730772862,4.578820567032368,4.42966055762385,0.017961341351389493,4.674087123309827,test
in,2025-11-29,4.814177816467101,4.855397996654069,0.2775809513938788,25,24,0.0,2334392,142.0,0.965,mandatory_post,6.082954362420708,183.0,142.0,183.0,0.2887323943661972,0,2025-12-06,4.730701072124251,4.712739730772862,4.578820567032368,0.08347674434284968,4.752539539788072,test
in,2025-12-06,4.989901182172455,4.989583997823344,0.5147465656990966,50,26,0.02,4714620,183.0,0.965,mandatory_post,3.8815429451366175,215.0,183.0,215.0,0.17486338797814208,0,2025-12-13,4.814177816467101,4.730701072124251,4.712739730772862,0.17572336570535363,4.844926690254602,test
in,2025-12-13,5.094139220846582,5.108835191172233,0.7120583292734121,50,27,0.0,3966984,215.0,0.951,mandatory_post,5.419734488467813,292.0,215.0,292.0,0.3581395348837209,1,2025-12-20,4.989901182172455,4.814177816467101,4.730701072124251,0.10423803867412751,4.966072739828713,test
in,2026-01-03,5.348370030418046,5.39891174037785,1.1369313975377866,17,17,0.0,905132,457.0,0.965,mandatory_post,50.489873300247915,412.0,457.0,412.0,-0.09846827133479212,0,2026-01-10,5.1396831928856335,5.094139220846582,4.989901182172455,0.20868683753241246,5.194064148050088,test
in,2026-01-10,5.328919378810034,5.3282980381306,1.1212962712310883,51,26,0.0,4787724,412.0,0.965,mandatory_post,8.605341494204762,313.0,412.0,313.0,-0.24029126213592233,0,2026-01-17,5.348370030418046,5.1396831928856335,5.094139220846582,-0.01945065160801196,5.272324200704571,test
in,2026-01-17,5.101075800838727,5.164590499687048,0.7159423871915968,50,26,0.0,4698484,313.0,0.958,mandatory_post,6.661723228173173,260.0,313.0,260.0,-0.16932907348242812,0,2026-01-24,5.328919378810034,5.348370030418046,5.1396831928856335,-0.22784357797130728,5.259455070022269,test
in,2026-01-24,5.253925633482661,5.246695495096115,1.0188415799556143,37,25,0.0,3805952,260.0,0.958,mandatory_post,6.831405125445618,252.0,260.0,252.0,-0.03076923076923077,0,2026-01-31,5.101075800838727,5.328919378810034,5.348370030418046,0.15284983264393404,5.22797360437714,test
in,2026-01-31,5.287108685569337,5.332990460271744,1.1361222164460183,44,25,0.0,4437252,252.0,0.958,mandatory_post,5.679190634203331,241.0,252.0,241.0,-0.04365079365079365,0,2026-02-07,5.253925633482661,5.101075800838727,5.328919378810034,0.03318305208667649,5.2140367066302415,test
in,2026-02-07,5.204453055603788,5.149588567787744,0.9617574574212782,51,26,0.0,4787984,241.0,0.965,mandatory_post,5.033433695684864,246.0,241.0,246.0,0.02074688796680498,0,2026-02-14,5.287108685569337,5.253925633482661,5.101075800838727,-0.08265562996554898,5.248495791551929,test
in,2026-02-14,5.152121608897054,5.127621119274389,0.8413892455659625,54,27,0.0,4914984,246.0,0.965,mandatory_post,5.005102763305028,239.0,246.0,239.0,-0.028455284552845527,0,2026-02-21,5.204453055603788,5.287108685569337,5.253925633482661,-0.0523314467067344,5.21456111669006,test
in,2026-02-21,4.944634538834255,5.054153240345694,0.4568045968435053,45,26,0.0,4520002,239.0,0.965,mandatory_post,5.287608279819345,202.0,239.0,202.0,-0.15481171548117154,0,2026-02-28,5.152121608897054,5.204453055603788,5.287108685569337,-0.20748707006279865,5.100403067778366,test
in,2026-02-28,4.890942231213153,4.97570746353718,0.3942559177391772,53,27,0.0188679245283018,4866724,202.0,0.965,mandatory_post,4.150636033602892,160.0,202.0,160.0,-0.2079207920792079,0,2026-03-07,4.944634538834255,5.152121608897054,5.204453055603788,-0.053692307621101776,4.995899459648154,test
in,2026-03-07,4.926057469232397,4.929195249579179,0.4704987855429723,50,27,0.0,4428684,160.0,0.9441,mandatory_post,3.612811390471752,145.0,160.0,145.0,-0.09375,0,2026-03-14,4.890942231213153,4.944634538834255,5.152121608897054,0.035115238019243655,4.920544746426601,test
in,2026-03-14,4.682992521160373,4.633824243144707,0.0420711939342484,52,26,0.0769230769230769,4284984,145.0,0.9441,mandatory_post,3.383909951589084,113.0,145.0,113.0,-0.2206896551724138,0,2026-03-21,4.926057469232397,4.890942231213153,4.944634538834255,-0.24306494807202395,4.833330740535308,test
in,2026-03-21,4.489553775754263,4.526339277389844,-0.3462724245739699,50,26,0.1,4224724,113.0,0.965,mandatory_post,2.6747309410034834,68.0,113.0,68.0,-0.39823008849557523,0,2026-03-28,4.682992521160373,4.926057469232397,4.890942231213153,-0.19343874540610972,4.699534588715678,test
in,2026-03-28,4.453865920001368,4.397244581010386,-0.4261341384497195,49,25,0.0816326530612244,4107984,68.0,0.958,mandatory_post,1.6553131657766926,47.0,68.0,47.0,-0.3088235294117647,0,2026-04-04,4.489553775754263,4.682992521160373,4.926057469232397,-0.03568785575289546,4.542137405638668,test
in,2026-04-04,4.2970123971862915,4.227367564823279,-0.6652553734301978,50,25,0.24,4207220,47.0,0.9441,mandatory_post,1.1171272241527659,39.0,47.0,39.0,-0.1702127659574468,0,2026-04-11,4.453865920001368,4.489553775754263,4.682992521160373,-0.15685352281507647,4.413477364313974,test
in,2026-04-11,4.207253403551053,4.096214585346405,-0.8595746835403852,50,26,0.4,4187602,39.0,0.965,mandatory_post,0.9313205982803524,40.0,39.0,40.0,0.02564102564102564,0,2026-04-18,4.2970123971862915,4.453865920001368,4.489553775754263,-0.08975899363523876,4.319377240246237,test
in,2026-04-18,4.179796311479966,4.096214585346405,-0.9041624055344882,53,27,0.4339622641509434,4876102,40.0,0.965,mandatory_post,0.8203273844558625,24.0,40.0,24.0,-0.4,0,2026-04-25,4.207253403551053,4.2970123971862915,4.453865920001368,-0.02745709207108682,4.228020704072437,test
in,2026-04-25,4.125869710853755,4.096214585346405,-1.009656401623651,53,27,0.6037735849056604,4599984,24.0,0.9371,mandatory_post,0.5217409451858963,27.0,24.0,27.0,0.125,0,2026-05-02,4.179796311479966,4.207253403551053,4.2970123971862915,-0.053926600626210686,4.170973141961592,test
in,2026-05-02,4.115650115430918,4.096214585346405,-1.028064764281393,51,26,0.6862745098039216,4762984,27.0,0.951,mandatory_post,0.5668715242377468,11.0,27.0,11.0,-0.5925925925925926,0,2026-05-09,4.125869710853755,4.179796311479966,4.207253403551053,-0.010219595422837457,4.140438712588213,test
in,2026-05-09,4.082871103746273,4.096214585346405,-1.0650786908326382,53,27,0.7358490566037735,4864984,11.0,0.958,mandatory_post,0.22610557403683137,23.0,11.0,23.0,1.0909090909090908,0,2026-05-16,4.115650115430918,4.125869710853755,4.179796311479966,-0.03277901168464492,4.108130310010315,test
in,2026-05-16,4.105233143861303,4.096214585346405,-1.0214784566443125,54,27,0.7777777777777778,4914984,23.0,0.958,mandatory_post,0.46795676242282785,13.0,23.0,13.0,-0.43478260869565216,0,2026-05-23,4.082871103746273,4.115650115430918,4.125869710853755,0.022362040115029735,4.101251454346165,test
in,2026-05-23,4.109623329133406,4.096214585346405,-1.0720048456452995,49,26,0.8163265306122449,4673842,13.0,0.958,mandatory_post,0.2781437626689135,23.0,13.0,23.0,0.7692307692307693,0,2026-05-30,4.105233143861303,4.082871103746273,4.115650115430918,0.004390185272103331,4.099242525580327,test
in,2026-05-30,4.122591141814727,4.096214585346405,-1.07817002234086,38,25,0.7105263157894737,4149832,23.0,0.951,mandatory_post,0.5542393041453244,17.0,23.0,17.0,-0.2608695652173913,0,2026-06-06,4.109623329133406,4.105233143861303,4.082871103746273,0.012967812681321078,4.112482538269812,test
in,2026-06-06,4.114385010287542,4.096214585346405,-1.0830801705560549,46,24,0.717391304347826,4374464,17.0,0.951,mandatory_post,0.3886190399555237,10.0,17.0,10.0,-0.4117647058823529,0,2026-06-13,4.122591141814727,4.109623329133406,4.105233143861303,-0.008206131527185079,4.115533160411892,test
in,2026-06-13,4.116252748382682,4.096214585346405,-1.052699570296919,45,23,0.8,4500464,10.0,0.951,mandatory_post,0.22219931100437643,13.0,10.0,13.0,0.3,0,2026-06-20,4.114385010287542,4.122591141814727,4.109623329133406,0.0018677380951404032,4.117742966828318,test
ks,2022-05-14,5.443810708804722,5.413611143525207,0.0790242540503201,6,3,0.0,334000,116.0,0.9586,mandatory_pre,34.73053892215569,115.0,116.0,115.0,-0.008620689655172414,0,2022-05-21,5.505631780437661,,,-0.061821071632939706,5.4747212446211915,train
ks,2022-05-21,5.483113674896022,5.447447302181111,0.1436381290729587,6,3,0.0,334000,115.0,0.9586,mandatory_pre,34.4311377245509,153.0,115.0,153.0,0.33043478260869563,1,2022-05-28,5.443810708804722,5.505631780437661,,0.03930296609130046,5.477518721379468,train
ks,2022-05-28,5.83463245805766,5.8184134752853085,0.4335726001211944,8,4,0.0,414000,153.0,0.9586,mandatory_pre,36.95652173913044,151.0,153.0,151.0,-0.013071895424836602,0,2022-06-04,5.483113674896022,5.443810708804722,5.505631780437661,0.3515187831616382,5.587185613919469,train
ks,2022-06-04,5.6836603066599425,5.677298891163325,0.2835904073978321,7,4,0.0,374000,151.0,0.9586,mandatory_pre,40.37433155080214,189.0,151.0,189.0,0.25165562913907286,1,2022-06-11,5.83463245805766,5.483113674896022,5.443810708804722,-0.1509721513977178,5.667135479871209,train
ks,2022-06-11,5.916755548324925,5.8817712686681265,0.539757801335275,8,4,0.0,414000,189.0,0.9586,mandatory_pre,45.652173913043484,200.0,189.0,200.0,0.0582010582010582,0,2022-06-18,5.6836603066599425,5.83463245805766,5.483113674896022,0.23309524166498274,5.811682771014176,train
ks,2022-06-18,5.862145209395621,5.8674499282785435,0.4546862419117782,8,4,0.0,414000,200.0,0.9586,mandatory_pre,48.309178743961354,218.0,200.0,218.0,0.09,0,2022-06-25,5.916755548324925,5.6836603066599425,5.83463245805766,-0.05461033892930445,5.820853688126829,train
ks,2022-06-25,6.065692549100644,6.143502842359368,0.7525051201303313,7,4,0.0,374000,218.0,0.9586,mandatory_pre,58.28877005347593,279.0,218.0,279.0,0.2798165137614679,1,2022-07-02,5.862145209395621,5.916755548324925,5.6836603066599425,0.2035473397050236,5.948197768940396,train
ks,2022-07-02,6.331333510804641,6.37144958936455,0.8475312554144455,12,8,0.0,721267,279.0,0.9586,mandatory_pre,38.681930547217604,320.0,279.0,320.0,0.14695340501792115,1,2022-07-09,6.065692549100644,5.862145209395621,5.916755548324925,0.26564096170399676,6.086390423100302,train
ks,2022-07-09,6.301301671538563,6.2824147966314605,0.8192741539751621,12,8,0.0,721267,320.0,0.9586,mandatory_pre,44.366371953797966,369.0,320.0,369.0,0.153125,1,2022-07-16,6.331333510804641,6.065692549100644,5.862145209395621,-0.03003183926607811,6.2327759104812825,train
ks,2022-07-16,6.312120932966209,6.271856389803318,0.8341449394231989,12,8,0.0,708517,369.0,0.9586,mandatory_pre,52.0806134503477,402.0,369.0,402.0,0.08943089430894309,0,2022-07-23,6.301301671538563,6.331333510804641,6.065692549100644,0.010819261427646332,6.314918705103138,train
ks,2022-07-23,6.356413459457528,6.393256608520531,0.8044855846363052,16,8,0.0,1003034,402.0,0.9586,mandatory_pre,40.07840212794382,434.0,402.0,434.0,0.07960199004975124,0,2022-07-30,6.312120932966209,6.301301671538563,6.331333510804641,0.04429252649131854,6.323278687987433,train
ks,2022-07-30,6.309011803160551,6.2824991392347815,0.7478071293618119,16,8,0.0,1015784,434.0,0.9586,mandatory_pre,42.725618832350186,386.0,434.0,386.0,-0.11059907834101383,0,2022-08-06,6.356413459457528,6.312120932966209,6.301301671538563,-0.04740165629697657,6.32584873186143,train
ks,2022-08-06,6.307347075868442,6.34548245543217,0.7308060782107303,16,8,0.0,1028534,386.0,0.9586,mandatory_pre,37.52914342160784,344.0,386.0,344.0,-0.10880829015544041,0,2022-08-13,6.309011803160551,6.356413459457528,6.312120932966209,-0.0016647272921090916,6.324257446162174,train
ks,2022-08-13,6.15494639262768,6.210173553383153,0.5488947186994516,16,8,0.0,1028534,344.0,0.9586,mandatory_pre,33.4456614949044,282.0,344.0,282.0,-0.18023255813953487,0,2022-08-20,6.307347075868442,6.309011803160551,6.356413459457528,-0.15240068324076184,6.257101757218891,train
ks,2022-08-20,6.1987434046556995,6.151756050887027,0.6014108562582748,14,7,0.0,935784,282.0,0.9586,mandatory_pre,30.135159395758,323.0,282.0,323.0,0.1453900709219858,1,2022-08-27,6.15494639262768,6.307347075868442,6.309011803160551,0.04379701202801911,6.220345624383941,train
ks,2022-08-27,6.158330812771617,6.192030034641267,0.5601533197555338,14,7,0.0,935784,323.0,0.9586,mandatory_pre,34.5165123575526,302.0,323.0,302.0,-0.06501547987616099,0,2022-09-03,6.1987434046556995,6.15494639262768,6.307347075868442,-0.04041259188408208,6.1706735366849985,train
ks,2022-09-03,6.117573228570106,6.1334678165930345,0.49358506757156,16,8,0.0,1015784,302.0,0.9586,mandatory_pre,29.73073015522985,242.0,302.0,242.0,-0.1986754966887417,0,2022-09-10,6.158330812771617,6.1987434046556995,6.15494639262768,-0.04075758420151132,6.158215815332475,train
ks,2022-09-10,6.097917837541627,6.029272329104776,0.4919903404373748,15,8,0.0,903708,242.0,0.9586,mandatory_pre,26.778561216676184,245.0,242.0,245.0,0.012396694214876033,0,2022-09-17,6.117573228570106,6.158330812771617,6.1987434046556995,-0.01965539102847913,6.124607292961117,train
ks,2022-10-01,5.822846185477537,5.798606656924162,0.1270001243493649,16,8,0.0,1015784,216.0,0.9586,mandatory_pre,21.26436328983327,189.0,216.0,189.0,-0.125,0,2022-10-08,5.946595413351055,6.097917837541627,6.117573228570106,-0.12374922787351839,5.955786478790073,train
ks,2022-10-08,5.813459863865561,5.805966090893325,0.1208819824331501,15,8,0.0,963034,189.0,0.9586,mandatory_pre,19.62547532070519,190.0,189.0,190.0,0.005291005291005291,0,2022-10-15,5.822846185477537,5.946595413351055,6.097917837541627,-0.00938632161197539,5.860967154231385,train
ks,2022-10-15,5.739514687413902,5.824798938694312,0.0091937159920995,15,8,0.0,936657,190.0,0.9586,mandatory_pre,20.284906854910602,197.0,190.0,197.0,0.03684210526315789,0,2022-10-22,5.813459863865561,5.822846185477537,5.946595413351055,-0.07394517645165966,5.791940245585667,train
ks,2022-10-22,5.946940802701173,5.967590276687641,0.2782416121928501,15,7,0.0,1004019,197.0,0.9586,mandatory_pre,19.621142627778955,265.0,197.0,265.0,0.34517766497461927,1,2022-10-29,5.739514687413902,5.813459863865561,5.822846185477537,0.20742611528727117,5.833305117993546,train
ks,2022-10-29,6.0769217928386645,6.049487085909145,0.428006847910604,16,8,0.0,1003034,265.0,0.9586,mandatory_pre,26.419842198768933,214.0,265.0,214.0,-0.19245283018867926,0,2022-11-05,5.946940802701173,5.739514687413902,5.813459863865561,0.12998099013749176,5.92112576098458,train
ks,2022-11-05,5.996656482074649,6.055874232040384,0.3021269978034739,17,8,0.0,1070769,214.0,0.9586,mandatory_pre,19.98563649115729,265.0,214.0,265.0,0.2383177570093458,1,2022-11-12,6.0769217928386645,5.946940802701173,5.739514687413902,-0.08026531076401522,6.006839692538162,train
ks,2022-11-12,5.916523144110758,5.979419367128649,0.2304923238688173,16,8,0.0,1015784,265.0,0.9586,mandatory_pre,26.088223480582485,235.0,265.0,235.0,-0.11320754716981132,0,2022-11-19,5.996656482074649,6.0769217928386645,5.946940802701173,-0.08013333796389155,5.996700473008024,train
ks,2022-11-19,5.976041567608246,6.063060724681884,0.298495592385871,17,8,0.0,1055496,235.0,0.9586,mandatory_pre,22.26441407641526,297.0,235.0,297.0,0.26382978723404255,1,2022-11-26,5.916523144110758,5.996656482074649,6.0769217928386645,0.05951842349748837,5.963073731264551,train
ks,2022-11-26,6.067317402630037,6.141964992423905,0.3904924707817115,10,7,0.0,688780,297.0,0.9586,mandatory_pre,43.119718923313684,395.0,297.0,395.0,0.32996632996632996,1,2022-12-03,5.976041567608246,5.916523144110758,5.996656482074649,0.09127583502179082,5.986627371449681,train
ks,2022-12-03,6.065343991985098,6.115199739889695,0.427256002699504,16,8,0.0,1001869,395.0,0.9586,mandatory_pre,39.42631222245623,400.0,395.0,400.0,0.012658227848101266,0,2022-12-10,6.067317402630037,5.976041567608246,5.916523144110758,-0.0019734106449389444,6.036234320741126,train
ks,2022-12-10,6.239380588845264,6.333620274687643,0.6334082061568688,17,8,0.0,1068246,400.0,0.9448,mandatory_pre,37.44455865034833,332.0,400.0,332.0,-0.17,0,2022-12-17,6.065343991985098,6.067317402630037,5.976041567608246,0.17403659686016582,6.124013994486799,train
ks,2022-12-17,6.258415852400604,6.349470701428812,0.673202659584415,17,8,0.0,1067958,332.0,0.9448,mandatory_pre,31.087364858917674,370.0,332.0,370.0,0.1144578313253012,1,2022-12-24,6.239380588845264,6.065343991985098,6.067317402630037,0.01903526355533991,6.187713477743656,train
ks,2022-12-24,6.1179887496705225,6.224819945338531,0.5215297342901716,8,8,0.0,513979,370.0,0.931,mandatory_pre,71.98737691617751,354.0,370.0,354.0,-0.043243243243243246,0,2022-12-31,6.258415852400604,6.239380588845264,6.065343991985098,-0.1404271027300812,6.205261730305463,train
ks,2022-12-31,6.151211543508446,6.203899227052614,0.6615857717478811,10,7,0.0,669502,354.0,0.9241,mandatory_pre,52.87512210568452,375.0,354.0,375.0,0.059322033898305086,0,2023-01-07,6.1179887496705225,6.258415852400604,6.239380588845264,0.0332227938379237,6.175872048526524,train
ks,2023-01-07,5.884202405925561,5.9923992108825,0.2562513225489246,12,8,0.0,720979,375.0,0.931,mandatory_pre,52.01261063082281,241.0,375.0,241.0,-0.35733333333333334,0,2023-01-14,6.151211543508446,6.1179887496705225,6.258415852400604,-0.26700913758288536,6.051134233034844,train
