state_territory,week_end,log10_conc_mean,log10_conc_median,conc_site_z_mean,n_samples,n_sites,pct_nondetect,pop_served,admits,coverage,admits_per100k,log10_conc_lag1,log10_conc_lag2,log10_conc_lag3,conc_delta_1w,conc_roll3,split_era,month,epiweek_of_year,regime_mandatory_post,regime_mandatory_pre,season_fall,season_spring,season_summer,season_winter,region_midwest,region_northeast,region_south,region_territory,region_west
ak,2022-08-27,6.449044158066027,6.470135386341141,1.7102162960150415,4,2,0.0,430000,91.0,0.9167,21.16279069767442,6.354284180644365,6.33044038961852,6.453515323569985,0.0947599774216616,6.37792290944297,train,8,34,False,True,False,False,True,False,False,False,False,False,True
ak,2022-09-03,6.157482811195285,6.2008754462887605,1.3605064984895137,8,4,0.0,490000,75.0,0.9167,15.306122448979592,6.449044158066027,6.354284180644365,6.33044038961852,-0.2915613468707416,6.320270383301892,train,9,35,False,True,True,False,False,False,False,False,False,False,True
ak,2022-09-10,6.273500743079979,6.292603004406409,1.4794618712264973,8,4,0.0,490000,69.0,0.9167,14.081632653061224,6.157482811195285,6.449044158066027,6.354284180644365,0.1160179318846941,6.293342570780431,train,9,36,False,True,True,False,False,False,False,False,False,False,True
ak,2022-10-01,5.9504906501990895,5.929911862590418,1.1467717668992177,8,4,0.0,490000,44.0,0.9167,8.979591836734693,6.272728898238954,6.273500743079979,6.157482811195285,-0.3222382480398646,6.165573430506008,train,10,39,False,True,True,False,False,False,False,False,False,False,True
ak,2022-10-08,5.919034095537232,5.943449589923842,1.122526775705341,7,4,0.0,470000,32.0,0.9167,6.808510638297872,5.9504906501990895,6.272728898238954,6.273500743079979,-0.0314565546618572,6.047417881325092,train,10,40,False,True,True,False,False,False,False,False,False,False,True
ak,2022-10-15,5.821081349672645,5.93793341607292,0.9962045900565398,7,4,0.0,475000,40.0,0.9167,8.421052631578947,5.919034095537232,5.9504906501990895,6.272728898238954,-0.0979527458645872,5.896868698469656,train,10,41,False,True,True,False,False,False,False,False,False,False,True
ak,2022-10-22,5.756598425296829,5.8706848874479025,0.9288342768290636,8,4,0.0,490000,39.0,0.9167,7.959183673469387,5.821081349672645,5.919034095537232,5.9504906501990895,-0.0644829243758158,5.832237956835569,train,10,42,False,True,True,False,False,False,False,False,False,False,True
ak,2022-10-29,5.724535712071954,5.723743711394008,0.9276970150241208,7,4,0.0,470000,31.0,0.9167,6.595744680851063,5.756598425296829,5.821081349672645,5.919034095537232,-0.0320627132248754,5.767405162347143,train,10,43,False,True,True,False,False,False,False,False,False,False,True
ak,2022-11-05,5.70600052532141,5.754555536923872,0.8919506022302697,7,4,0.0,480000,25.0,0.9167,5.208333333333334,5.724535712071954,5.756598425296829,5.821081349672645,-0.0185351867505438,5.729044887563397,train,11,44,False,True,True,False,False,False,False,False,False,False,True
ak,2022-11-12,5.955676661879548,5.979921669471764,1.1509062957824745,8,4,0.0,490000,35.0,0.9167,7.142857142857142,5.70600052532141,5.724535712071954,5.756598425296829,0.2496761365581381,5.795404299757638,train,11,45,False,True,True,False,False,False,False,False,False,False,True
ak,2022-11-19,5.980774199476422,5.942348838602729,1.1711738209680684,8,4,0.0,490000,28.0,0.9167,5.7142857142857135,5.955676661879548,5.70600052532141,5.724535712071954,0.0250975375968742,5.88081712889246,train,11,46,False,True,True,False,False,False,False,False,False,False,True
ak,2022-11-26,5.852092755361374,5.87535112457738,1.0356227320313325,4,4,0.0,245000,42.0,0.9167,17.142857142857142,5.980774199476422,5.955676661879548,5.70600052532141,-0.1286814441150481,5.9295145389057815,train,11,47,False,True,True,False,False,False,False,False,False,False,True
ak,2022-12-03,5.902502309869027,5.911027931286136,1.0823708909917509,7,4,0.0,480000,44.0,0.9167,9.166666666666668,5.852092755361374,5.980774199476422,5.955676661879548,0.0504095545076523,5.911789754902274,train,12,48,False,True,False,False,False,True,False,False,False,False,True
ak,2022-12-10,5.938226017079264,5.925794762502323,1.1244569005566538,8,4,0.0,490000,50.0,0.9167,10.20408163265306,5.902502309869027,5.852092755361374,5.980774199476422,0.0357237072102369,5.897607027436554,train,12,49,False,True,False,False,False,True,False,False,False,False,True
ak,2022-12-17,5.848691197397304,5.80781775042381,1.0254105879703144,6,4,0.0,465000,45.0,0.9167,9.677419354838708,5.938226017079264,5.902502309869027,5.852092755361374,-0.0895348196819592,5.896473174781865,train,12,50,False,True,False,False,False,True,False,False,False,False,True
ak,2022-12-24,5.839065721755988,5.880426297803748,1.0360984322680165,4,4,0.0,245000,25.0,0.9167,10.20408163265306,5.848691197397304,5.938226017079264,5.902502309869027,-0.0096254756413163,5.875327645410852,train,12,51,False,True,False,False,False,True,False,False,False,False,True
ak,2022-12-31,6.086018890077498,6.126140429731948,1.2932463461803825,3,3,0.0,235000,32.0,0.9167,13.617021276595745,5.839065721755988,5.848691197397304,5.938226017079264,0.24695316832151,5.9245919364102635,train,12,52,False,True,False,False,False,True,False,False,False,False,True
ak,2023-01-07,5.947401497958672,6.026487992992976,1.12997420370879,8,4,0.0,490000,39.0,0.9167,7.959183673469387,6.086018890077498,5.839065721755988,5.848691197397304,-0.1386173921188263,5.957495369930719,train,1,1,False,True,False,False,False,True,False,False,False,False,True
ak,2023-01-14,5.836744363385443,5.778125009306997,1.0323586550320678,8,4,0.0,490000,36.0,0.9167,7.346938775510203,5.947401497958672,6.086018890077498,5.839065721755988,-0.1106571345732287,5.956721583807204,train,1,2,False,True,False,False,False,True,False,False,False,False,True
ak,2023-01-21,5.9531490377602605,6.009887355065727,1.134142312572115,8,4,0.0,490000,47.0,0.9167,9.591836734693876,5.836744363385443,5.947401497958672,6.086018890077498,0.1164046743748175,5.912431633034792,train,1,3,False,True,False,False,False,True,False,False,False,False,True
ak,2023-01-28,6.048305564310074,6.0784965897804275,1.2383704638793054,8,4,0.0,490000,49.0,0.9167,10.0,5.9531490377602605,5.836744363385443,5.947401497958672,0.0951565265498137,5.946066321818592,train,1,4,False,True,False,False,False,True,False,False,False,False,True
ak,2023-02-04,6.124318681252376,6.260028442565722,1.3159057782731547,7,4,0.0,480000,42.0,0.9167,8.75,6.048305564310074,5.9531490377602605,5.836744363385443,0.0760131169423017,6.041924427774237,train,2,5,False,True,False,False,False,True,False,False,False,False,True
ak,2023-02-11,6.442551139483222,6.389856115080967,1.671630949185247,6,3,0.0,470000,44.0,0.9167,9.361702127659576,6.124318681252376,6.048305564310074,5.9531490377602605,0.3182324582308462,6.20505846168189,train,2,6,False,True,False,False,False,True,False,False,False,False,True
ak,2023-02-18,6.18140751448192,6.246195192327789,1.3880501577067232,7,4,0.0,480000,40.0,0.9167,8.333333333333334,6.442551139483222,6.124318681252376,6.048305564310074,-0.2611436250013019,6.24942577840584,train,2,7,False,True,False,False,False,True,False,False,False,False,True
ak,2023-02-25,6.196158124913474,6.17916703032783,1.4113985217859606,7,4,0.0,480000,34.0,0.9167,7.083333333333334,6.18140751448192,6.442551139483222,6.124318681252376,0.0147506104315535,6.273372259626206,train,2,8,False,True,False,False,False,True,False,False,False,False,True
ak,2023-03-04,6.14057493433308,6.174917930353961,1.3462988021388582,7,4,0.0,480000,50.0,0.9167,10.416666666666668,6.196158124913474,6.18140751448192,6.442551139483222,-0.0555831905803936,6.1727135245761575,train,3,9,False,True,False,True,False,False,False,False,False,False,True
ak,2023-03-11,6.068146907672288,6.148701032991244,1.27518181006787,7,4,0.0,480000,29.0,0.9167,6.041666666666667,6.14057493433308,6.196158124913474,6.18140751448192,-0.0724280266607921,6.134959988972947,train,3,10,False,True,False,True,False,False,False,False,False,False,True
ak,2023-03-18,6.053476518903927,6.134194335454818,1.2511374551334045,7,4,0.0,480000,42.0,0.9167,8.75,6.068146907672288,6.14057493433308,6.196158124913474,-0.0146703887683612,6.087399453636432,train,3,11,False,True,False,True,False,False,False,False,False,False,True
